阿非利加洲	Afrika
高雄捷運	Kaohsiung Mass Rapid Transit
和珅	Heshen
劉封	Liu Feng
王昭君	Wang Zhaojun
韓服	Koreanische Tracht
曹純	Cao Chun
衛滿	Wei Man
施琅	Shi Lang
聶榮臻	Nie Rongzhen
李嚴	Li Yan (Offizier)
吳景	Wu Jing
陳武	Chen Wu
唐景崧	Tang Jingsong
朝香鳩彥	Asaka Yasuhiko
劉伯承	Liu Bocheng
劉繇	Liu Yao (Offizier)
臭豆腐	Stinkender Tofu
魏忠賢	Wei Zhongxian
劉焉	Liu Yan (Gouverneur)
蒼南縣	Cangnan
中國醫藥大學	Universität für Chinesische Medizin (Taiwan)
臺灣高速鐵路	Taiwan High Speed Rail
臺灣問題	Taiwan-Konflikt
劉曄	Liu Ye (Ziyang)
國立成功大學	Cheng-Kung-Nationaluniversität
黃興	Huang Xing
賈似道	Jia Sidao
黃金坪島	Hwanggŭmp’yŏng
王之渙	Wang Zhihuan
濁水溪	Zhuoshui
黃庭堅	Huang Tingjian
裴松之	Pei Songzhi
大正民主	Taishō-Demokratie
羅隱	Luo Yin
漢齊悼惠王	Liu Fei
屏東市	Pingtung
鑒真	Jianzhen
季羨林	Ji Xianlin
清明上河圖	Qingming-Rolle
臺北捷運	Metro Taipei
延邊州	Yanbian
李善蘭	Li Shanlan
桃園區	Taoyuan (Bezirk)
李悝	Li Kui
日月潭	Sonne-Mond-See
龜山島	Guishan Dao
太陽餅	Sonnenkekse
色戒	Gefahr und Begierde
日本雅樂	Gagaku
清明	Qingming-Fest
帝嚳	Ku (Kaiser)
琴	Guqin
範空間	Normierter Raum
有界	Beschränktheit
呂氏春秋	Lüshi chunqiu
乃蠻	Naimanen
帝乙	Di Yi
鎮	Großgemeinde (China)
孫河	Yu He
丁奉	Ding Feng
蘇我入鹿	Soga no Iruka
郭淮	Guo Huai
毌丘儉	Guanqiu Jian
房玄齡	Fang Xuanling
盤庚	Pan Geng
法正	Fa Zheng
馬良	Ma Liang
陸抗	Lu Kang
平知盛	Taira no Tomomori
士燮	Shi Xie
梁武帝	Liang Wu Di
馬謖	Ma Su
魯	Lu (Staat)
蓬金鐵	Pone Kingpetch
倫敦東隅	East End
夏侯尚	Xiahou Shang
程普	Cheng Pu
歐羅巴	Europa (Begriffsklärung)
八元數	Oktave (Mathematik)
結合代數	Assoziative Algebra
春秋	Frühlings- und Herbstannalen
地級市	Bezirksfreie Stadt
泰北	Nordthailand
黃巾之亂	Gelbe Turbane
迴文數	Zahlenpalindrom
水墨畫	Sumi-e
威爾斯親王島	Prince-of-Wales-Insel (Queensland)
銀魂	Gin Tama
沖繩縣	Präfektur Okinawa
餘熵	Nullpunktsentropie
大城銀行	Bank of Ayudhya
香港城市大學	City University of Hong Kong
崇明縣	Chongming (Kreis)
三國志人物列表	Liste von Personen der Drei Reiche
百度大典	Baidu Baike
平衡球	Ballance (Computerspiel)
盤谷銀行	Bangkok Bank
基 (拓撲)	Basis (Topologie)
貝孔斯菲爾德 (維多利亞州)	Beaconsfield (Victoria)
本草綱目	Bencao Gangmu
帝堯	Yao (Kaiser)
二虎歌	Frère Jacques
南越	Nan-Yue
赤壁之戰	Schlacht von Chibi
皇仁書院	Queen’s College (Hongkong)
超複數	Hyperkomplexe Zahl
奧海鎮	Ojai
博者之謬	Spielerfehlschluss
西南大學	Universität Südwestchinas
漢傳佛教	Buddhismus in China
渭水	Wei He
阿巴諾湖	Albaner See
康熙字典	Kangxi-Wörterbuch
證明論	Beweistheorie
石	Koku
坂出市	Sakaide
族 (數學)	Familie (Mathematik)
仡佬族	Gelao
光圈	Blendenzahl
禮記	Buch der Riten
內點	Innerer Punkt
州際三十五號公路大橋	Interstate-35W-Mississippi-River-Brücke
姣童	Bishōnen
北魏	Nördliche Wei-Dynastie
尚書	Buch der Urkunden
雲隙光	Strahlenbüschel
康威數	Surreale Zahl
喃字	Chữ Nôm
常用漢字	Jōyō-Kanji
天命	Mandat des Himmels
周界	Rand (Topologie)
漢水	Han Jiang (Han Shui)
高昌	Kocho (Gaochang)
文丁	Wen Ding
太甲	Tai Jia
武乙	Wu Yi (Shang-Dynastie)
中華民國總統	Staatspräsident der Republik China
陸奧國	Provinz Mutsu
東方計劃	Touhou Project
分液漏斗	Scheidetrichter
晉國	Jin (Staat)
魏	Wei (Staat)
吳	Wu (Staat)
藁人之謬	Strohmann-Argument
顧譚	Gu Tan
京津城際鐵路	Schnellfahrstrecke Peking–Tianjin
海瑞	Hai Rui
地球之年歲	Entstehung der Erde
弗林德斯島 (塔斯曼尼亞)	Flinders Island
前涼	Frühere Liang
曼谷大橋	Krungthep-Brücke
天下	Tianxia
馬拉浦南	Malappuram
泰京銀行	Krung Thai Bank
數學科目分類	Mathematics Subject Classification
呂岱	Lü Dai
階乘質數	Fakultätsprimzahl
陸上風帆	Strandsegeln
雷恩島	Raine-Island-Nationalpark
伊尹	Yi Yin
孫峻	Sun Jun
呂範	Lü Fan
董襲	Dong Xi
孫叔敖	Sunshu Ao
蔣欽	Jiang Qin
董允	Dong Yun
許冠英	Ricky Hui
浙江工業大學	Polytechnische Universität Zhejiang
兼六園	Kenroku-en
代數 (代數)	Algebra über einem Körper
羅勇市	Rayong
儋州市	Danzhou
汶川縣	Wenchuan
維克多港	Victor Harbor
江陰市	Jiangyin
固始縣	Gushi
馬達納帕利	Madanapalle
臨安市	Lin’an
越秀	Yuexiu
新會區	Xinhui
黃巖區	Huangyan
大都	Cambaluc
倉頡輸入法	Cangjie (Eingabemethode)
倉頡	Cang Jie
卡羅萊納箱龜	Carolina-Dosenschildkröte
凌遲	Lingchi
蒙古文字	Mongolische Schrift
燕	Yan (Staat)
日本新字體	Shinjitai
朱鳥	Roter Vogel
周武王	Wu (Zhou-König)
單于	Chanyu
泉鏡花	Izumi Kyōka
去衣馳騁	Flitzer
宋	Song (Staat)
頌聖歌	Phleng Sansoen Phra Barami
陳	Chen (Staat)
後漢	Spätere Han-Dynastie (Fünf Dynastien)
泰南	Südthailand
五刑	Fünf Strafen
南梁	Liang-Dynastie
大學	Das Große Lernen
成漢	Cheng Han
閣帕岸島	Ko Pha-ngan
積拓撲	Produkttopologie
縣級市	Kreisfreie Stadt (China)
夢蓮湖	Moraine Lake
說文解字	Shuowen jiezi
白虎	Weißer Tiger (chinesische Sternenkonstellation)
祁連山	Qilian Shan
隸書	Chinesische Kanzleischrift
西班牙小姐	Miss Spanien
中國共產黨中央政治局	Politbüro der Kommunistischen Partei Chinas
厓山海戰	Schlacht von Yamen
武漢大學	Wuhan-Universität
韓國	Korea (Begriffsklärung)
亞米利加蝲蛄	Roter Amerikanischer Sumpfkrebs
孫桓	Sun Huan
藏學	Tibetologie
訓讀	Kun-Lesung
孫翊	Sun Yi (Marquis)
日本舊字體	Schriftreform in Japan
太史享	Taishi Xiang
衛	Wey (Staat)
奈良女子大學	Nara Joshi Daigaku
三淸	Drei Reine
香港電台	Radio Television Hong Kong
人民公社	Volkskommune
毒丸術	Giftpille (Wirtschaft)
顏回	Yan Hui
孫匡	Sun Kuang
孫皎	Sun Jiao
西施	Xi Shi
中國茉莉花革命	Proteste in China 2011
何晏	He Yan
丁先皇	Đinh Bộ Lĩnh
近衛前久	Konoe Sakihisa
和字	Kokuji
孫紹	Sun Shao
孫輔	Sun Fu
六書	Sechs Kategorien chinesischer Schriftzeichen
譚嗣同	Tan Sitong
共形場論	Konforme Feldtheorie
吳文帝	Sun He
零號元素	Neutronium
他彼河	Mae Nam Tapi
零零七島	Khao Phing Kan
九錫	Neun Ehrenzeichen
長平之戰	Schlacht von Changping
吳宣太子	Sun Deng
楷書	Regelschrift
吐谷渾	Tuyuhun
關門大橋	Kammon-Brücke
五畿七道	Gokishichidō
六朝	Sechs Dynastien
京口	Jingkou
維基大典:大使館	Wikipedia:Botschaft
華嚴宗	Huayan zong
慶元縣	Qingyuan (Lishui)
太鼓達人	Taiko no Tatsujin
周后稷	Houji
孫瑜	Sun Yu (Offizier)
孫綝	Sun Lin
山濤	Shan Tao
旺角	Mongkok
孫靜	Sun Jing
郭嘉	Guo Jia
國分寺	Kokubun-ji
儀禮	Etikette und Riten
孫賁	Sun Ben
分數	Rationale Zahl
紅統群島	Nationalpark Mu Ko Ang Thong
不知之不知	There are known knowns
南匯區	Nanhui
千字文	Tausend-Zeichen-Klassiker
營山縣	Yingshan (Nanchong)
鄴	Ye (Stadt)
戰國七雄	Sieben mächtige Fürstentümer der Zeit der Streitenden Reiche
劍	Jian
蘇我蝦夷	Soga no Emishi
PSYCHO-PASS	Psycho-Pass
龜甲萬	Kikkoman
恆山	Heng Shan (Shanxi)
洞爺湖	Tōya-See
古丁尼柏國家公園	Quttinirpaaq-Nationalpark
漢服	Hanfu
泰王國股票交易所	Stock Exchange of Thailand
田豐	Tian Feng
孫乾	Sun Qian
開福區	Kaifu (Changsha)
春分	Frühlingsanfang
未央區	Weiyang (Xi’an)
富勞里友半島	Fleurieu-Halbinsel
內閣情報調查室	Naikaku Jōhō Chōsashitsu
下城區	Xiacheng
沙繳市	Sa Kaeo
武穴市	Wuxue
周禮	Riten der Zhou
行書	Kursivschrift (Ostasien)
嶺南	Lingnan
孫韶	Yu Shao
海安縣	Hai’an
西夏文	Xixia-Schrift
泰和縣	Taihe (Ji’an)
後樂園	Kōraku-en
首都圈新都市鐵道筑波快線	Tsukuba-Express
顧城	Gu Cheng
徐錫麟	Xu Xilin
動物莊園	Farm der Tiere
藤原忠平	Fujiwara no Tadahira
Category:德國史	Kategorie:Deutschland
Category:俄羅斯聯邦書	Kategorie:Russland
華爾	Frederick Townsend Ward
Category:大韓民國書	Kategorie:Südkorea
Category:羅馬帝國書	Kategorie:Römisches Reich
Category:鳥	Kategorie:Vögel
Category:植物	Kategorie:Pflanzen
Category:物理	Kategorie:Physik
Category:自然科學	Kategorie:Naturwissenschaft
Category:化學	Kategorie:Chemie
Category:史部	Kategorie:Geschichte
Category:群	Kategorie:Gesellschaft
Category:宗教	Kategorie:Religion
Category:運動	Kategorie:Sport
Category:經部	Kategorie:Wissenschaft
Category:聯合國	Kategorie:Vereinte Nationen
Category:地球	Kategorie:Erde
玉龍雪山	Yulong Xueshan
盈不足術	Regula falsi
維曼默宮	Wimanmek-Palast
道路連通	Zusammenhängender Raum
泰國軍人銀行	TMB Bank
黃山 (泰國)	Nationalpark Khao Luang
洛坤山脈	Nakhon-Si-Thammarat-Bergkette
西虢	Guo (Staat)
平潭島	Haitan
眼鏡娘	Meganekko
韓	Han (Staat)
摩靈頓島	Mornington Island
昂船洲大橋	Stonecutters Bridge
一條兼良	Ichijō Kaneyoshi
精	Jing
堪洽那披色大橋	Kanchanaphisek-Brücke
桂宮宜仁親王	Katsura (Prinz)
古羅馬	Römisches Reich
政令指定都市	Seirei shitei toshi
甲骨蟾	TOAD
物部氏	Mononobe
宋卡湖	Thale Sap
羲和	Xi und He
聖火降魔錄	Fire Emblem
夏侯氏	Xiahou
清談	Qingtan
太平清領道	Taiping jing
局部	Lokal (Topologie)
鉞	Masakari
閩越	Min-Yue
Category:釋義	Kategorie:Begriffsklärung
Category:哲學	Kategorie:Philosophie
Category:心理	Kategorie:Psychologie
Category:佛教	Kategorie:Buddhismus
Category:基督教	Kategorie:Christentum
Category:回教	Kategorie:Islam
Category:猶太教	Kategorie:Judentum
華東師範大學	Pädagogische Universität Ostchina
泰國商業銀行	Siam Commercial Bank
量子群	Quantengruppe
小豆島	Shōdoshima
彌敦道	Nathan Road
溫度換算	Temperaturskala
淡水河	Tamsui-Fluss
吐蕃	Tibetische Monarchie
鄰域	Umgebung (Mathematik)
夏 (釋義)	Xia
Category:維基分類	Kategorie:Wikipedia:Kategorien
Category:維基事	Kategorie:Wikipedia:
Category:地質	Kategorie:Geologie
明治	Meiji-Zeit
維基大典:陳年今誌	Wikipedia:Hauptseite/Jahrestage
正數	Positive Zahl
Help:凡例	Wikipedia:Tutorial/3
Template:太陽系	Vorlage:Navigationsleiste Sonnensystem
霍英東	Henry Fok
香港濕地公園	Hong Kong Wetland Park
門:子	Portal:Philosophie
門:集	Portal:Kunst und Kultur
Category:小行星帶天體	Kategorie:Hauptgürtelasteroid
Category:美國列傳	Kategorie:US-Amerikaner
Template:Userbox	Vorlage:Userbox
Category:網頁瀏覽器	Kategorie:Webbrowser
Template:世事	Wikipedia:Hauptseite/Aktuelles
Category:律法	Kategorie:Recht
Category:計學	Kategorie:Wirtschaftswissenschaft
維基大典:有秩選舉	Wikipedia:Kandidaturen
Category:醫學	Kategorie:Medizin
Category:政治	Kategorie:Politik
Category:教育	Kategorie:Bildung
Category:藝術	Kategorie:Kunst
會計	Rechnungswesen
密思兒	Ägypten
國務院總理	Premierminister der Volksrepublik China
Category:統計	Kategorie:Statistik
Template:Bot	Vorlage:Bot
加拿大	Kanada
Category:卓著	Kategorie:Wikipedia:Exzellent
維	Dimension (Mathematik)
Category:遊戲	Kategorie:Spiel
門:經	Portal:Wissenschaft
Category:幫助文檔	Kategorie:Wikipedia:Hilfe
Template:Documentation	Vorlage:Dokumentation
維基大典:簿之權限	Hilfe:Benutzer
維基大典:聯繫	Wikipedia:Kontakt
維基大典:市集	Wikipedia:Autorenportal
Category:維基社群	Kategorie:Wikipedia:Gemeinschaft
Category:維基人	Kategorie:Benutzer:nach Sprache
Category:維基人 (地方)	Kategorie:Benutzer:nach räumlicher Zuordnung
維基大典:忽略規則	Wikipedia:Ignoriere alle Regeln
維基大典:五柱	Wikipedia:Grundprinzipien
企業	Unternehmen
Template:Softredirect	Vorlage:Interwiki redirect
Template:刪	Vorlage:Löschen
Category:技術	Kategorie:Technologie
Category:語言	Kategorie:Einzelsprache als Thema
Category:語法	Kategorie:Grammatik
Category:維基大典	Kategorie:Wikipedia
Category:諸語維基大典	Kategorie:Wikipedia-Sprachversion
Category:帶壞檔之頁	Kategorie:Wikipedia:Defekter Dateilink
門:卷首	Portal:Wikipedia nach Themen
Template:Navbox	Vorlage:Erweiterte Navigationsleiste
Template:捷徑	Vorlage:Shortcut
Category:時區	Kategorie:Zeitzone
Category:維基大典維護	Kategorie:Wikipedia:Wartung
門:美國史	Portal:Vereinigte Staaten
Template:Unicode	Vorlage:Unicode
Category:格式模板	Kategorie:Vorlage:Formatierungshilfe
Template:Clear	Vorlage:Absatz
Template:Nowrap	Vorlage:Nowrap
阮氏	Nguyễn
維基大典:當有之文	Wikipedia:Artikel, die es in allen Wikipedias geben sollte
Category:數	Kategorie:Zahl
Category:書籍	Kategorie:Buchwesen
Template:Wikisource	Vorlage:Wikisource
Template:Babel	Vorlage:Babel
Template:共享	Vorlage:Commons
維基大典:掃興警示	Wikipedia:Spoilerwarnung
Template:See also	Vorlage:Siehe auch
Template:User de	Vorlage:User de
Template:User de-1	Vorlage:User de-1
Template:User es-2	Vorlage:User es
Template:User en-3	Vorlage:User en-3
Template:User en-1	Vorlage:User en-1
Template:User en-2	Vorlage:User en-2
Template:User en-4	Vorlage:User en-4
Template:User en	Vorlage:User en
Template:User de-2	Vorlage:User de-2
Template:User es-1	Vorlage:User es-1
Template:User fr-1	Vorlage:User fr-1
Category:香港大專院校	Kategorie:Universität in Hongkong
Template:User he-2	Vorlage:User he-2
Template:User id-3	Vorlage:User id-3
Template:User sk	Vorlage:User sk
Template:User fr-2	Vorlage:User fr-2
Template:User ja	Vorlage:User ja
Template:User ja-1	Vorlage:User ja-1
Template:User fr	Vorlage:User fr
Category:智利	Kategorie:Chile
Category:廿一世紀	Kategorie:21. Jahrhundert
Category:維護模板	Kategorie:Vorlage:Wartungsbaustein
Category:User uk	Kategorie:User uk
Category:User uk-N	Kategorie:User uk-M
Template:Mod	Vorlage:Modulo
Template:User uk	Vorlage:User uk
Category:百科全書	Kategorie:Lexikon oder Enzyklopädie
Template:歡迎	Vorlage:Willkommen
Category:User ms	Kategorie:User ms
Template:Edit	Vorlage:Bearbeiten
Template:Click	Vorlage:Click
Category:連結模板	Kategorie:Vorlage:Linkhilfe
Template:Userbox-2	Vorlage:Userbox-2
Category:User fr-1	Kategorie:User fr-1
Template:Wikiquote	Vorlage:Wikiquote
Template:Image label	Vorlage:Image label
Template:維基諸策	Vorlage:Navigationsleiste Wikimedia-Projekte
Template:醫	Vorlage:Gesundheitshinweis
Template:大修	Vorlage:In Bearbeitung
Template:Hide in print	Vorlage:Nicht drucken
Category:美國史	Kategorie:Geschichte der Vereinigten Staaten
Template:國	Vorlage:Infobox Staat
Template:Infobox software	Vorlage:Infobox Software
Template:Wide image	Vorlage:Panorama
Template:Military Conflict	Vorlage:Infobox Militärischer Konflikt
Template:Audio	Vorlage:Audio
Template:電玩訊欄	Vorlage:Infobox Computer- und Videospiel
Template:卓著	Vorlage:Exzellent
Category:User en-4	Kategorie:User en-4
Category:User en	Kategorie:User en
Category:User zh	Kategorie:User zh
Category:User zh-N	Kategorie:User zh-M
Category:User en-2	Kategorie:User en-2
Category:曲	Kategorie:Musikalisches Werk
Template:Infobox	Vorlage:Infobox
Template:User zh	Vorlage:User zh
Template:Legend	Vorlage:Farblegende
Template:引網	Vorlage:Cite web
Category:食	Kategorie:Essen und Trinken
Category:史書	Kategorie:Historiographie
Template:維基爾雅	Vorlage:Wiktionary
Template:MongolUnicode	Vorlage:MongolUnicode
Category:農業	Kategorie:Landwirtschaft
Category:User ms-N	Kategorie:User ms-M
Template:User ru	Vorlage:User ru
Category:二十世紀	Kategorie:20. Jahrhundert
Template:IPA	Vorlage:IPA-Text
Template:釋義二	Vorlage:Begriffsklärungshinweis
Category:東羅馬史	Kategorie:Byzanz
Template:Archive box	Vorlage:Archivübersicht
Template:Copyvio	Vorlage:URV
Template:元素週期表	Vorlage:Navigationsleiste Periodensystem
Template:天下觀	Vorlage:Staatslastig
Template:Image label end	Vorlage:Image label end
Template:澳大利亞地方	Vorlage:Navigationsleiste Bundesstaaten und Territorien Australiens
Template:Purge	Vorlage:Purge
Template:中華人民共和國地方	Vorlage:Navigationsleiste Administrative Gliederung Volksrepublik China
Template:齋	Vorlage:Wikipedia-Benutzer
Template:Userboxbreak	Vorlage:Userboxbreak
Template:User	Vorlage:Benutzer
非標準實數	Hyperreelle Zahl
Template:User language-4	Vorlage:Babel field 4
Category:公司	Kategorie:Unternehmen
Template:User language-0	Vorlage:Babel field 0
Template:User fr-3	Vorlage:User fr-3
Template:Redirect	Vorlage:Weiterleitungshinweis
Category:日本地方志	Kategorie:Verwaltungsgliederung Japans
Category:電腦	Kategorie:Computer
Category:器	Kategorie:Gerät
Template:非也	Vorlage:Kontra
Template:SUL Box	Vorlage:Benutzer SUL
Category:複分析	Kategorie:Funktionentheorie
Category:User ja-N	Kategorie:User ja-M
Category:茶	Kategorie:Tee
Template:Browsebar	Vorlage:Index
Template:釋義	Vorlage:Begriffsklärung
Category:攝影	Kategorie:Fotografie
Category:天皇本紀	Kategorie:Tennō
Category:德意志第三帝國書	Kategorie:Deutsches Reich (1933–1945)
Category:朝鮮史	Kategorie:Koreanische Geschichte
Category:礦冶	Kategorie:Bergbau
Template:User nan	Vorlage:User zh-min-nan
Template:User nan-1	Vorlage:User zh-min-nan-1
Template:User ksh	Vorlage:User ksh
Template:User yue-3	Vorlage:User zh-yue-3
Template:User yue-1	Vorlage:User zh-yue-1
Template:Lang-en	Vorlage:EnS
Category:廣州	Kategorie:Guangzhou
Category:建築	Kategorie:Architektur
Template:Period end	Vorlage:Erdzeitalter:Ende
Category:生物	Kategorie:Lebewesen
Category:鐵路	Kategorie:Schienenverkehr
Template:洲	Vorlage:Navigationsleiste Kontinente
Template:InterWiki	Vorlage:Wikipedia
Template:MainPageInterwikis	Wikipedia:Hauptseite/Interwikis
大韓民國大統領	Präsident Südkoreas
Template:User th-1	Vorlage:User th-1
Category:金蘭之模	Kategorie:Vorlage:Schwesterprojektverweis
Template:User bg	Vorlage:User bg
Template:User la-1	Vorlage:User la-1
Template:歐洲	Vorlage:Navigationsleiste Staaten in Europa
Category:User yue	Kategorie:User zh-yue
Category:User zh-wuu	Kategorie:User wuu
Category:User sk	Kategorie:User sk
Category:User fr	Kategorie:User fr
Category:User id	Kategorie:User id
Category:User ja	Kategorie:User ja
Category:User la	Kategorie:User la
Category:User th	Kategorie:User th
Category:User fr-3	Kategorie:User fr-3
Category:User fr-2	Kategorie:User fr-2
Category:User ja-2	Kategorie:User ja-2
Category:User wuu-N	Kategorie:User wuu-M
Category:User ko-N	Kategorie:User ko-M
Category:User fr-N	Kategorie:User fr-M
Category:User ru-N	Kategorie:User ru-M
Category:娛樂	Kategorie:Unterhaltung
Category:商學	Kategorie:Wirtschaft
Template:User yue	Vorlage:User zh-yue
Category:文字	Kategorie:Schrift
維基大典:公告	Wikipedia:Projektneuheiten
Category:User bg	Kategorie:User bg
Category:輕小說	Kategorie:Light Novel
Category:道教	Kategorie:Daoismus
Category:User bg-N	Kategorie:User bg-M
Category:User sk-N	Kategorie:User sk-M
Category:User de	Kategorie:User de
Category:User de-2	Kategorie:User de-2
Category:User de-N	Kategorie:User de-M
Category:User en-3	Kategorie:User en-3
Category:User en-N	Kategorie:User en-M
Category:User es	Kategorie:User es
Category:User es-1	Kategorie:User es-1
Category:User id-3	Kategorie:User id-3
Template:Three Kingdoms Wars	Vorlage:Linkbox Schlachten der Zeit der Drei Reiche
Category:韓語	Kategorie:Koreanische Sprache
Category:幾何	Kategorie:Geometrie
Category:User ja-1	Kategorie:User ja-1
Category:User ko	Kategorie:User ko
Category:User ko-1	Kategorie:User ko-1
Category:User ko-2	Kategorie:User ko-2
Category:User ksh	Kategorie:User ksh
Category:User ksh-N	Kategorie:User ksh-M
Category:User la-3	Kategorie:User la-3
Category:斯巴達書	Kategorie:Sparta
Category:User ru-1	Kategorie:User ru-1
維基大典:巴别	Wikipedia:Babel
Category:化合物	Kategorie:Chemische Verbindung
Category:大洋洲史	Kategorie:Geschichte (Australien und Ozeanien)
Category:User ms-1	Kategorie:User ms-1
長安	Chang’an
Category:以嗜好類之維基人	Wikipedia:Wikipedianer/nach Wissensgebieten
Category:慶尚北道	Kategorie:Gyeongsangbuk-do
Category:廣東省	Kategorie:Guangdong
Category:四川省	Kategorie:Sichuan
Category:遼寧省	Kategorie:Liaoning
Category:陝西省	Kategorie:Shaanxi
Category:安徽省	Kategorie:Anhui
Category:江西省	Kategorie:Jiangxi
Category:江蘇省	Kategorie:Jiangsu
Category:吉林省	Kategorie:Jilin
Category:福建省	Kategorie:Fujian
Category:海南省	Kategorie:Hainan
Category:河北省	Kategorie:Hebei
Category:黑龍江省	Kategorie:Heilongjiang
Category:湖北省	Kategorie:Hubei
Category:地理	Kategorie:Physische Geographie
Category:水	Kategorie:Wasser
Category:美洲史	Kategorie:Amerikanische Geschichte
Category:User nan	Kategorie:User zh-min-nan
Category:User nan-1	Kategorie:User zh-min-nan-1
Category:User nan-N	Kategorie:User zh-min-nan-M
Category:社會科學	Kategorie:Sozialwissenschaft
Category:江戶書	Kategorie:Edo-Zeit
Category:室町書	Kategorie:Muromachi-Zeit
Category:鎌倉書	Kategorie:Kamakura-Zeit
Category:平安書	Kategorie:Heian-Zeit
Category:奈良書	Kategorie:Nara-Zeit
Category:飛鳥書	Kategorie:Asuka-Zeit
Category:古墳書	Kategorie:Kofun-Zeit
Category:繩文書	Kategorie:Jōmon-Zeit
Category:戰國書	Kategorie:Sengoku-Zeit
Template:Navigationsleiste	Vorlage:Navigationsleiste
Template:User ja-2	Vorlage:User ja-2
Template:User ko-2	Vorlage:User ko-2
Template:User ko-1	Vorlage:User ko-1
Template:User ru-2	Vorlage:User ru-2
Template:天王星之衛星	Vorlage:Navigationsleiste Monde Uranus
Category:User ru	Kategorie:User ru
Category:User ru-2	Kategorie:User ru-2
Category:User th-1	Kategorie:User th-1
Category:User yue-1	Kategorie:User zh-yue-1
Category:User yue-N	Kategorie:User zh-yue-M
Category:山東省	Kategorie:Shandong
Category:雲南省	Kategorie:Yunnan
Category:浙江省	Kategorie:Zhejiang
Category:青海省	Kategorie:Qinghai
Category:河南省	Kategorie:Henan
Category:湖南省	Kategorie:Hunan
Template:Lang	Vorlage:Lang
Category:日本文學	Kategorie:Literatur (Japanisch)
Category:群學	Kategorie:Soziologie
Category:臺南市	Kategorie:Tainan
Template:2images	Vorlage:Doppeltes Bild
域	Champ
Category:三世紀	Kategorie:3. Jahrhundert
Category:十七世紀	Kategorie:17. Jahrhundert
Category:七世紀	Kategorie:7. Jahrhundert
Category:人	Kategorie:Menschen
Category:東羅馬本紀	Kategorie:Kaiser (Byzanz)
Category:門	Kategorie:Portal:
Template:Main	Vorlage:Hauptartikel
Template:User gan	Vorlage:User gan
Category:羅馬共和書	Kategorie:Römische Republik
Category:希臘史	Kategorie:Griechische Geschichte
Category:澳大利亞史	Kategorie:Geschichte Australiens
Category:北韓紀事	Kategorie:Geschichte Nordkoreas
Category:加拿大史	Kategorie:Geschichte Kanadas
Category:東南亞史	Kategorie:Südostasiatische Geschichte
Template:User ko	Vorlage:User ko
Template:User ru-1	Vorlage:User ru-1
Template:User zh-1	Vorlage:User zh-1
Template:User zh-2	Vorlage:User zh-2
Template:User zh-3	Vorlage:User zh-3
Template:User zh-4	Vorlage:User zh-4
Category:俄羅斯史	Kategorie:Russische Geschichte
Category:中華自治區	Kategorie:Autonomes Gebiet (China)
Category:羅馬皇帝本紀	Kategorie:Kaiser (Rom)
維基大典:維基聊齋	Wikipedia:Kuriositätenkabinett
Category:戲劇	Kategorie:Theater
Category:蒙古可汗本紀	Kategorie:Großkhan der Mongolen
Template:中立	Vorlage:Neutral
Category:User zh-1	Kategorie:User zh-1
Category:User zh-4	Kategorie:User zh-4
Category:User zh-3	Kategorie:User zh-3
Category:User zh-2	Kategorie:User zh-2
Category:刑法	Kategorie:Strafrecht
Category:算法	Kategorie:Algorithmus
Category:維基訊	Kategorie:Wikipedia:Nachrichten
Category:一世紀	Kategorie:1. Jahrhundert
Category:十四世紀	Kategorie:14. Jahrhundert
Category:二世紀	Kategorie:2. Jahrhundert
Category:四世紀	Kategorie:4. Jahrhundert
Category:十八世紀	Kategorie:18. Jahrhundert
Category:八世紀	Kategorie:8. Jahrhundert
Category:漢后紀	Kategorie:Kaiserin der Westlichen Han-Dynastie
Category:唐本紀	Kategorie:Kaiser der Tang-Dynastie
Category:明本紀	Kategorie:Kaiser der Ming-Dynastie
Category:整數	Kategorie:Ganze Zahl
Category:香港列傳	Kategorie:Person (Hongkong)
粵語	Kantonesische Sprache
Category:藤原氏	Kategorie:Fujiwara
Category:印歐語系	Kategorie:Indogermanische Sprachen
Category:量子場論	Kategorie:Quantenfeldtheorie
Category:泰國銀行	Kategorie:Kreditinstitut (Thailand)
Category:化學元素	Kategorie:Chemisches Element
Template:中國世界遺產	Vorlage:Navigationsleiste Welterbe China
Category:姓氏	Kategorie:Familienname
Category:朝鮮民主主義人民共和國書	Kategorie:Nordkorea
Category:英國史	Kategorie:Britische Geschichte
Category:中華史	Kategorie:Chinesische Geschichte
Category:臺灣省教育	Kategorie:Bildung in Taiwan
Category:民國列傳	Kategorie:Person (Republik China)
Category:新聞學	Kategorie:Journalismus
鹽屋	Saltbox
Category:前二世紀	Kategorie:2. Jahrhundert v. Chr.
Category:前三世紀	Kategorie:3. Jahrhundert v. Chr.
Category:越南地理志	Kategorie:Geographie (Vietnam)
Category:琉球志	Kategorie:Königreich Ryūkyū
Category:蘇聯書	Kategorie:Sowjetunion
Category:古羅馬史	Kategorie:Römische Geschichte
Category:朝鮮書	Kategorie:Joseon-Dynastie
Category:滿洲國志	Kategorie:Mandschukuo
Category:前一世紀	Kategorie:1. Jahrhundert v. Chr.
Category:新羅書	Kategorie:Silla-Dynastie
Category:美國總統世家	Kategorie:Präsident der Vereinigten Staaten
Category:歐洲史	Kategorie:Europäische Geschichte
Category:北京市	Kategorie:Peking
