Africa	Afrika
Mukoko	Bienenstock
Francistown	Francistown
Nhunzi	Stubenfliege
Kubundira	Kondensation
Betafo	Betafo
Remba	Lemba (Volk)
Ambuya	Großeltern
Mhete	Ohrring
Caselle Landi	Caselle Landi
Hargeisa	Hargeysa
Hwata	Sekretär (Vogel)
Nelspruit	Mbombela
Matoro	Feuchtgebiet
Avarua	Avarua
Agadir	Agadir
Maun	Maun
Zvombo zvinechefu	Biologische Waffe
Nhovo	Matratze
Sunflower	Sonnenblume
Bwato	Kanu
Tsaona	Unfall
Hanga	Perlhühner
Rukuvhute	Nabelschnur
Gupuko	Molalität
Fosi yeRutondapakati	Zentripetalkraft
Nhoozhinji	Polyeder
Hunzwi	Sinn (Wahrnehmung)
Bantu	Bantu
Guva	Grab
Mhumhi	Afrikanischer Wildhund
Taramunyongo	Radius
Bara	Geschoss
Chitsitsinho	Ferse
Mukondo	Autorität
Ruwa	Ländlicher Raum
Kuswedera	Konvergenz
Toamasina	Toamasina
Rutsuwa rwemagetsi	Isolator
Rukwarapakati	Zentrifugalkraft
Ruzha	Geräusch
Shaya	Kiefer (Anatomie)
Zhumwi	Prisma (Geometrie)
Dhuku	Bandana
Nhanzva	Schlitten
Mudungwe	Queue
Mutemo waPareto	Paretoprinzip
Maungira	Echo
Kano	Kano
Njiri	Warzenschwein
Magonga (taranyika)	Pol (Geographie)
Ibadan	Ibadan
Shato	Pythons
Rhekeni	Katapult
Gwati (muti)	Rinde
Tlemcen	Tlemcen
Nyamukuta	Hebamme
Gwee	Galagos
Chirambo (misandu)	Phasenübergang
Pietermaritzburg	Pietermaritzburg
Donhwe	Tropfen
Mukoti	Gesundheits- und Krankenpfleger
Bota	Brei
Constantine, Algeria	Constantine (Algerien)
Chifufuro	Bestechung
Lumumbashi	Lubumbashi
Chikuwo	Modus (Statistik)
Idi	Tatsache
Choto	Kamin
Rovambira	Schwarze Mamba
Munda	Acker
Manyene	Schabrackenschakal
Abomey	Abomey
Guramakonyo	Diagonale (Geometrie)
Harar	Harar
Bhutsu	Stiefel
Kumhura	Diffamierung
Mbonga	Nonne
Madamvura	Hydrophilie
Gambamutengo	Subvention
Bulawayo	Bulawayo
Mweya (wemunhu)	Ruach
Dire Dawa	Dire Dawa
Mbabvu	Rippe
Chapupu	Zeuge
Kuvaviwa	Juckreiz
Chikupo	Schleuder (Waffe)
Nhamba ndemera	Negative Zahl
Rifa	Erbschaft
Hupfumi	Wohlstand
Rokwe	Kleid
Rufu	Bestattung
Ziguinchor	Ziguinchor
Avhareji	Mittelwert
Bandiko	Kreissektor
Chitofu (Kubika)	Ofen
Goma	Goma
Pito	Trillerpfeife
Mutwi	Lot (Mathematik)
Kananga	Kananga
Dendera pa Mineti	Rpm (Einheit)
Tafura yekuunga huwandu	Einmaleins
Vanga	Narbe (Wundheilung)
Rudzindi rwemweya	Strömungswiderstand
Ruremekedzo	Ehre
Huswa	Rasen
Shepi	Form (Philosophie)
Masvingo eZimbabwe	Groß-Simbabwe
Njiva	Feldtauben
East London	East London (Ostkap)
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Leistenregion
Dzinza	Clan
Kupambadzirwa	Duktilität
Zera (chizvarwa)	Generation
Kukohwa (kuunganidza)	Ernte
Furo	Schaum
Mhofu	Elenantilope
Bilda	Blida
Port Harcourt	Port Harcourt
Hungwe	Schreiseeadler
Hunyoro	Feuchtigkeit
Mahajanga	Mahajanga
Gondar	Gonder
Antsiranana	Antsiranana
Palestine	Staat Palästina
Chikare (bonde)	Missionarsstellung
Matyamvura	Hydrophobie
Walvis Bay	Walvis Bay
Chapfunga	Schistosomiasis
Bukavu	Bukavu
Hukama	Zwischenmenschliche Beziehung
Boma	Boma
Muny'atira	Absorption
Gwanza (chivakwa)	Gap
Musunamiswa	Inversion
Manhikatika	Variation
Mombasa	Mombasa
Hwendedzo	Medium
Dungidzira	Alternative (Begriffsklärung)
Chinangwa	AIM
Kusuduruka	Divergenz
Chipakati	Median
Hwaro (kuvaka)	Foundation
Kushumira	Begattung
Zvinoshandiswa kuchengetedza	Zugriffskontrolle
Vavariro	Target
Saga	Saga
Runda	Sehne (Anatomie)
Hupombwe	Ehebruch
Boka (masvomhu)	Set
Varungu	Europid
Chibinge	Penalty
Unyanzvi wezvinoitika	Control Panel
Ngwarati	Rappenantilope
Muzera	Row
Goko	Crust
Mhakure	Uräusschlange
Kumimina	Filtration
Kutandauka	Expansion
Chiware	Layer
Mupfunga	Dampf
Rukweza	Hirse
Mutupo	Totem
Mhomho	Foul
Kindu	Kindu
Saint-Louis, Senegal	Saint-Louis (Senegal)
Mhembwe	Ducker
Kirsty Coventry	Kirsty Coventry
Chiremera	Würde
Mawere	Steigung
Massawa	Massaua
Rwizi Save	Save (Indischer Ozean)
Husvinu	Quality
Masanga (Panosangana)	Junction
Hwembwa (bonde)	A tergo
Nungu	Stachelschweine
Kuronga	Planung
Madora	Gonimbrasia belina
Buea	Buea
Ian Smith	Ian Smith
Rwizi Mazowe	Mazowe
Abel Tendekai Muzorewa	Abel Muzorewa
Mukwende	Frachtgut
Mbuji-Mayi	Mbuji-Mayi
Benin City	Benin-Stadt
Kugunzva	Tastsinn
Mek'ele	Mek’ele
Mhiri kweMakungwa	Übersee
Muchovha Mota	Verkehrsmittel
Makumi masere nesere	Achtundachtzig
Donzvo	Objektiv
Rondo	Rondo
Hubumbe	Konvex
Mudida	Rate
Adama	Adama (Äthiopien)
Mukova	Threshold
Hufombwe	Konkav
Mhene (mhuka)	Steinböckchen
Kugera	Rasur
Kuchepa	Standardisierung
Chiva	Puffotter
George, Western Cape	George (Südafrika)
Bonga-musakwani	Gabunviper
Kunyenga	Balz
Chibeto	Sieb
Nyanzvi	Experte
Mukombe	Trophäe
Kadoma	Kadoma (Simbabwe)
Jimma	Jimma
Dziva	Pool
Agordat	Agordat
Chitungwiza	Chitungwiza
Gweru	Gweru
Mutare	Mutare
Laghouat	Laghouat
America	America
Kusunda	Push
Kuyangarara	Float
Mhango	Kavität
Ishe (mutongi)	Chief
Murandu	Fine
Kutsinhanisa	Exchange
Mbadzi	Slice
Kutsveyama	Tilt
Kuenzana chikero	Equilibrium
Kududza	Pflichtenheft
Humba	Buschschwein
Gideon Gono	Gideon Gono
Makumi mapfumbamwe nepfumbamwe	Neunundneunzig
Mhetanhamba	Multiplikator
Mashonaland West	Provinz Mashonaland West
Bhuku raMormoni	Buch Mormon
Kutapira	Süßkraft
Bahir Dar	Bahir Dar
Manicaland	Provinz Manicaland
Mahusekwa	Provinz Mashonaland East
Salé	Salé
Joshua Nkomo	Joshua Nkomo
Nyota	Durst
Chenza (kutodza)	Abbild
Chiso (Chiumbwa)	Fläche (Mathematik)
Hutong'o	Zähigkeit
Chipika	Kragen (Kleidung)
Edinburgh of the Seven Seas	Edinburgh of the Seven Seas
Nyemba	Augenbohne
Maguta emuZimbabwe	Liste der Städte in Simbabwe
Chinyamudzura	Kampfadler
Butembo	Butembo
Tôlanaro	Tolagnaro
Fianarantsoa	Fianarantsoa
Bamenda	Bamenda
Alfred Bitini Xuma	Alfred Bitini Xuma
Keren, Eritrea	Keren
Kusuma	Inform
Mongo	Knochenmark
Ishwa	Termiten
Waya	Draht
Yunivhesiti yeZimbabwe	University of Zimbabwe
Antsirabe	Antsirabe
Okahandja	Okahandja
Thiès	Thiès
Mudzi wenhamba	Wurzel (Mathematik)
Queenstown, Eastern Cape	Queenstown (Südafrika)
Gungano renhenderedzi	Konzentrizität
Kusamhura	Rechnen
Chengu	Kuhantilope
Ngururu	Klippspringer
Dhumukwa	Wasserbock
Tsumeb	Tsumeb
Atafu	Atafu
Bunia	Bunia
Mushandi	Erwerbstätigkeit
Touba, Senegal	Touba
Kuwurutsa	Rotationsworfelmaschine
Homwe	Bankkonto
Kuyaruka	Heranwachsender
Harwe	Bauchhöhle
Kunatsa	Raffination
Parakou	Parakou
Georgetown (Ascension Island)	Georgetown (Ascension)
Nyamuragira	Nyamuragira
Ambhuya	Schwiegermutter
Bandundu (city)	Bandundu (Stadt)
Mabharani	Kontorist
Mutowo	Method
Randfontein	Randfontein
Ngaoundéré	Ngaoundéré
Nhova	Fontanelle
Dessie	Dese
Jijiga	Jijiga
Awasa	Awassa
Rondo (hurongwa)	Thronfolge
Roora	Brautpreis
Chinhoyi	Chinhoyi
Bangassou	Bangassou
Beitbridge	Beitbridge
SADC	Südafrikanische Entwicklungsgemeinschaft
Beni	Beni (Kongo)
Toliara	Toliara
Chishanu (mhoresa)	Händeschütteln
Musasa	Campingplatz
Kumbumba	Let There Be Rock
Banda	Trage
Calabar	Calabar (Stadt)
Zvinyanye	Extremwert
Mucheko	Schnitt (Darstellung)
Kaolack	Kaolack
Ouidah	Ouidah
Ndiro (midziyo)	Essgeschirr
Serowe	Serowe
Kudzinda	Magnetischer Widerstand
Chimukuyu	Biltong
Bindura guta	Bindura
Morondava	Morondava
Birchenough Bridge	Birchenough Bridge
Rukanda runosarura zvinobvinina	Semipermeabilität
Hukoshi	Wert (Wirtschaft)
Gongo	Klitoris
Ladysmith, KwaZulu-Natal	Ladysmith (Südafrika)
Boka	Soziale Gruppe
Ruva (madzinde)	Blume
Bossangoa	Bossangoa
Chivhuni	Sprödigkeit
Kudzimurira	Controlling
Maunga huwandu	Produkt (Mathematik)
Mhandamabwe	Brecher (Zerkleinerungsmaschine)
Mwando	Breeze
Uvira	Uvira (Kongo)
Chinokoro	Scoop
Kurega basa	Ruhestand
Duwo	Reuse
Mukuwasha	Schwägerschaft
Rusero	Windsichten
Edgar Tekere	Edgar Tekere
Oliver Mtukudzi	Oliver Mtukudzi
Tiburon	Tiburon (Kalifornien)
Grootfontein	Grootfontein
Chubhu dzinotakura ropa	Blutgefäß
Rusape	Rusape
Otjiwarongo	Otjiwarongo
Germiston	Germiston
Natitingou	Natitingou
Norton, Zimbabwe	Norton (Simbabwe)
Karoi	Karoi
Tsumbu	Bunch
Tsama	Bundle
Klerksdorp	Klerksdorp
Rufisque	Rufisque
M'Bour	M'bour
Marondera	Marondera
Dekemhare	Dekemhare
Mthatha	Mthatha
Worcester, Western Cape	Worcester (Südafrika)
Newcastle, KwaZulu-Natal	Newcastle (Südafrika)
Dumbu	Magen
Bimha	Riedböcke
Mambara	Taubes Gestein
Chegutu	Chegutu
Chiredzi	Chiredzi
Mukova (pokupinda)	Port of Entry
Clement Doke	Clement M. Doke
Bindu	Garten
Hunatswi	Reinheit
Coloureds	Coloured
Njodzi	Gefährdung
Muteremuko	Gradiente
Muururo	Erdbohrer (Werkzeug)
Mhiko	Gelübde
MDC	Movement for Democratic Change
Zimbabwean presidential election, 2008	Präsidentschaftswahlen in Simbabwe 2008
Gwara (Humaneja)	Policy
Zingizi	Holzbienen
Nhamba Ndandira	Vorzeichen (Zahl)
Pfuti	Schusswaffe
Ketamukadzi	Gynäkologie
Govaniso	Division (Mathematik)
Chidavado	Dekoration
Nhamba svinu	Rationale Zahl
Rwodzi	Bastfaser
Dowokadzi	Eizelle
Tsiru	Färse
Manho	Vermögen (Fähigkeit)
Humbowo	Evidenz
Puranga	Planke
Mutape	Konzentrat
Zvinotarisirwa	Erwartung (Soziologie)
Bvinina	Perkolation (Technik)
Chituso	Reward
Kuzvira	Kantenkontraktion
Joseph Msika	Joseph Msika
Hwabvu	Schamlippe
Muchovha Masvomhu	Vektor (Begriffsklärung)
Miko	Versprechen
Madzudzo	Sorge
Mhemberero	Feiertag
Category:Vietnam	Kategorie:Vietnam
Category:Madzinde	Kategorie:Pflanzen
Category:Fundoyetsimba	Kategorie:Physik
Category:Chezvipenyu	Kategorie:Biologie
Category:Chemishonga	Kategorie:Chemie
Category:Taranyika	Kategorie:Geographie
Category:Chinamato	Kategorie:Religion
Nyanga, Manicaland	Nyanga (Simbabwe)
Richards Bay	Richards Bay
Mhitsa dzehondo	Supermacht
Sandarara	Horizontale
Pimanzvimbo	Survey
Giyani	Giyani
Chinyakamwe	Gleichzeitigkeit
Mutoro	Load (Begriffsklärung)
Ndabaningi Sithole	Ndabaningi Sithole
Chenza	Gottebenbildlichkeit
Nzwisa	Sample
Maturo	Sinn (Semantik)
Herbert Chitepo	Herbert Chitepo
Mheu	Teilchen
Rwizi Manyame	Hunyani
Chidzikwe	Standard (Begriffsklärung)
Katahwi	Hymen
Kukapura	Skimming
Tsika yezvinzvimbo zvenhamba	Stellenwertsystem
Kukavanisa	Variegation
Nyundwa	Kruppe
Leopold Takawira	Leopold Takawira
Kudhoma	Lernmethode
Dowera (nyoka)	Maulwurfsnatter
Middelburg, Mpumalanga	Middelburg (Mpumalanga)
Chanza	Dłoń
Goronga	Wassergraben
Gondo	Adler (Biologie)
Kudoma	Spezifikation
Rwizi Pungwe	Pungwe
Rudzivo	Richtung
Kuketa	Sortierung
Twasuka	Straight
Chamhembe kwakadziva kuMadokero	Südwest
Rudyi	Händigkeit
Sabata	Sabbatianer
Tsono (zviridzwa)	Stilus
Chigaro (chokugara)	Sitzplatz
Category:Tsika	Kategorie:Kultur
Category:Ziwumbe	Kategorie:Kontinent
Hata (chiumbwa)	Spule (Elektrotechnik)
Bumbiro	Sammlung
Hukukutu	Härte
Ganda	Rassentheorie
Dumba	Pyramide (Geometrie)
Yambiro	Warning
Dzihwa	Schleim
Category:Wikipedia bots	Kategorie:Benutzer:Bot
Hutapiri	Konzentration (Chemie)
Akiso	Achsensymmetrie
Category:Muviri	Kategorie:Anatomie
Category:Hurapi	Kategorie:Medizin
Category:Dzidzo	Kategorie:Bildung
Egypt	Ägypten
Template:Bot	Vorlage:Bot
Canada	Kanada
Nzenda	Dimension (Mathematik)
Denga (raMwari)	Himmel (Religion)
Category:Europe	Kategorie:Europa
Template:Documentation	Vorlage:Dokumentation
Nhengo dzesikarudzi	Geschlechtsorgan
Category:User languages	Kategorie:Benutzer:nach Sprache
Rwizi Munyati	Sanyati
Template:Softredirect	Vorlage:Interwiki redirect
Template:Delete	Vorlage:Löschen
Kugocha	Braten (Garmethode)
Category:Wikipedia	Kategorie:Wikipedia
Wikipedia:General disclaimer	Wikipedia:Impressum
Wikipedia:Statistics	Wikipedia:Statistik
Template:Navbox	Vorlage:Erweiterte Navigationsleiste
Template:!-	Vorlage:!-
Template:Nowrap	Vorlage:Nowrap
Template:Bots	Vorlage:Bots
Category:Africa	Kategorie:Afrika
Category:Zviperengo Zvehuwandu	Kategorie:Zahl
Category:Bhaibheri	Kategorie:Bibel
Template:Babel	Vorlage:Babel
Maodzanyemba kwakadziva kuMadokero	Nordwest
Template:User af-1	Vorlage:User af-1
Template:User als-1	Vorlage:User als-1
Template:User ar-1	Vorlage:User ar-1
Template:User ast-1	Vorlage:User ast-1
Template:User az	Vorlage:User az
Template:User bar-1	Vorlage:User bar-1
Template:User eo-1	Vorlage:User eo-1
Template:User da-2	Vorlage:User da-2
Template:User da	Vorlage:User da
Template:User ca-1	Vorlage:User ca-1
Template:User ca-4	Vorlage:User ca-4
Template:User be-2	Vorlage:User be-2
Template:User da-1	Vorlage:User da-1
Template:User cs-1	Vorlage:User cs-1
Template:User bg-1	Vorlage:User bg-1
Template:User eo-3	Vorlage:User eo-3
Template:User de	Vorlage:User de
Template:User de-1	Vorlage:User de-1
Template:User el	Vorlage:User el
Template:User es	Vorlage:User es
Template:User de-3	Vorlage:User de-3
Template:User en-3	Vorlage:User en-3
Template:User el-1	Vorlage:User el-1
Template:User en-1	Vorlage:User en-1
Template:User en-2	Vorlage:User en-2
Template:User eo-2	Vorlage:User eo-2
Template:User en-4	Vorlage:User en-4
Template:User en-0	Vorlage:User en-0
Template:User es-4	Vorlage:User es-4
Template:User en	Vorlage:User en
Template:User de-2	Vorlage:User de-2
Template:User es-1	Vorlage:User es-1
Template:User sk	Vorlage:User sk
Template:User tr	Vorlage:User tr
Template:Location map/Info	Vorlage:Positionskarte/Info
Category:User uk	Kategorie:User uk
Category:User uk-N	Kategorie:User uk-M
Template:Mod	Vorlage:Modulo
Template:User uk	Vorlage:User uk
Template:User es-2	Vorlage:User es-2
Template:Africa	Vorlage:Navigationsleiste Staaten in Afrika
Template:Rnd	Vorlage:Siground
Template:Max	Vorlage:Max
Template:Location map	Vorlage:Positionskarte
Category:User en-4	Kategorie:User en-4
Category:User en	Kategorie:User en
Category:User en-2	Kategorie:User en-2
Template:Infobox	Vorlage:Infobox
Template:GeoTemplate	Vorlage:GeoTemplate
Category:Kurima	Kategorie:Landwirtschaft
Template:Infobox settlement	Vorlage:Infobox Ort
Template:About	Vorlage:Dieser Artikel
Template:Both	Vorlage:Booland
Template:User lt	Vorlage:User lt
Template:Kujekesa	Vorlage:Begriffsklärung
Template:Convert	Vorlage:Einheitenumrechnung
Template:Citation/make link	Vorlage:Citation/make link
Category:Gonyazhinji	Kategorie:Polygon
Template:Europe	Vorlage:Navigationsleiste Staaten in Europa
Category:User az	Kategorie:User az
Category:User be	Kategorie:User be
Category:User sk	Kategorie:User sk
Category:User eo	Kategorie:User eo
Category:User lt	Kategorie:User lt
Category:User cs-1	Kategorie:User cs-1
Category:User da-1	Kategorie:User da-1
Category:User ar-1	Kategorie:User ar-1
Category:User be-2	Kategorie:User be-2
Category:User da-2	Kategorie:User da-2
Category:User lt-N	Kategorie:User lt-M
Category:User af	Kategorie:User af
Category:User af-1	Kategorie:User af-1
Category:User als	Kategorie:User als
Category:User als-1	Kategorie:User als-1
Category:User ar	Kategorie:User ar
Category:User ast	Kategorie:User ast
Category:User ast-1	Kategorie:User ast-1
Category:User az-N	Kategorie:User az-M
Category:User bar	Kategorie:User bar
Category:User bar-1	Kategorie:User bar-1
Category:User bg	Kategorie:User bg
Category:User bg-1	Kategorie:User bg-1
Category:User ca	Kategorie:User ca
Category:User ca-1	Kategorie:User ca-1
Category:User ca-4	Kategorie:User ca-4
Category:User cs	Kategorie:User cs
Category:User da	Kategorie:User da
Category:User sk-N	Kategorie:User sk-M
Category:User de	Kategorie:User de
Category:User de-2	Kategorie:User de-2
Category:User de-3	Kategorie:User de-3
Category:User el	Kategorie:User el
Category:User el-1	Kategorie:User el-1
Category:User el-N	Kategorie:User el-M
Category:User en-3	Kategorie:User en-3
Category:User en-N	Kategorie:User en-M
Category:User eo-1	Kategorie:User eo-1
Category:User eo-2	Kategorie:User eo-2
Category:User eo-3	Kategorie:User eo-3
Category:User es	Kategorie:User es
Category:User es-1	Kategorie:User es-1
Category:User es-2	Kategorie:User es-2
Category:User es-4	Kategorie:User es-4
Category:User es-N	Kategorie:User es-M
Category:Pimanzvimbo	Kategorie:Geometrie
Template:Weather box	Vorlage:Klimatabelle
Hukwidza	Höhe über dem Meeresspiegel
Chamhembe kwakadziva kumabvazuva	Südost
Simudzo	Statischer Auftrieb
Maodzanyemba kwakadziva kuMabvazuva	Nordost
Ruchiva	Wollust
Nhungu	Baracke
Category:Hushangazhi	Kategorie:Industrie
Category:User tr	Kategorie:User tr
Category:User tr-N	Kategorie:User tr-M
Category:Rwizi	Kategorie:Fluss
Category:Zimbabwe	Kategorie:Simbabwe
Paradise Cay	Paradise Cay
Category:Musangano	Kategorie:Politische Partei
Category:Gonyanhatu	Kategorie:Dreieck
Category:Mhuka	Kategorie:Vielzellige Tiere
Category:Dzemuzongoza	Kategorie:Wirbeltiere
Category:Zvombo	Kategorie:Waffe
Category:Zvipfeko	Kategorie:Kleidung
Category:Mhuri	Kategorie:Familie
Category:Nyoka	Kategorie:Schlangen
Category:North America	Kategorie:Nordamerika
Category:Chadenga	Kategorie:Weltraum
Category:Huwandu	Kategorie:Arithmetik
Category:Jekanyika	Kategorie:Geodäsie
Kuhamba	Bewegung
Category:User en-1	Kategorie:User en-1
Category:User de-1	Kategorie:User de-1
Category:User da-N	Kategorie:User da-M
KwaDukuza	KwaDukuza
Mutauro wePasirose	Weltsprache
Template:Location map~	Vorlage:Positionskarte~
Kukangaridza	Exposé
Template:Location map+	Vorlage:Positionskarte+
Module:Citation/CS1/Whitelist	Modul:Citation/CS1/Whitelist
Bhucha	Fleischerei
Special:RecentChanges	Spezial:Letzte Änderungen
Module:HtmlBuilder	Modul:HtmlBuilder
