非洲	Afrika
Nazi Tet-koet	Deutsches Reich 1933 bis 1945
Yù-thai-ngìn	Juden
Chang Fò	Zheng He
Chìn-chhèu	Jin-Dynastie (265–420)
Ngí	Ohr
Phi	Nase
Ngién	Auge
Mûn-é	Stechmücken
Mièn-yòng	Hausschaf
Lo̍k-thò	Altweltkamele
Phú-nen thung-vu̍t	Säugetiere
Ngie-kûng	Ameisen
Phûng-é	Bienen
Hò-làn-ngî	Niederländische Sprache
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	Desoxyribonukleinsäure
Khiô	Aubergine
Siet	Schnee
Â-pâ	Vater
Fûn	Minute
Yù-thai Chhṳ-chhṳ-chû	Jüdische Autonome Oblast
Ngò-lò-sṳ̂-ngî	Russische Sprache
Tûng-nàm-â Koet-kâ Lièn-mèn	ASEAN
Sakhalin-chû	Oblast Sachalin
Mien-pâu	Brot
Sṳ-kie Mo-yi Chû-chṳt	Welthandelsorganisation
漢語	Chinesische Sprachen
Se-pâu	Zelle (Biologie)
Hiet-yi̍t	Blut
Hi	Lunge
Lò-mâ-nì-â-ngî	Rumänische Sprache
Pó-kâ-li-â-ngî	Bulgarische Sprache
Magadan-chû	Oblast Magadan
Chhṳ-yèn Khô-ho̍k	Naturwissenschaft
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Thi-khiù Khô-ho̍k	Geowissenschaften
Sa̍k-thèu	Gestein
Yùn	Wolke
Kí-hò-ho̍k	Geometrie
Tet-lu-kú-ngî	Telugu
Thai-hì-chhèn	Atmosphäre (Astronomie)
Kak-lû-kit-â-ngî	Georgische Sprache
Kîn-chi-ho̍k	Wirtschaftswissenschaft
Pîn-kóng	Pangkal Pinang
漢字	Chinesische Schrift
Sî-lî-ngì Sṳ-mû	Kyrillisches Alphabet
Lâ-tên sṳ-mû	Lateinisches Alphabet
Vùn-ho̍k	Literatur
分類:Fap-koet	Kategorie:Frankreich
分類:Yîm-ngo̍k	Kategorie:Musik
分類:Vùn-ho̍k	Kategorie:Literatur
Fù-lì	Fuchs (Säugetier)
La̍p-pá	Trompete
Â-li̍t-sân-thai sâm-sṳ	Alexander der Große
Kiûn-sṳ-thán-tên Yit-sṳ	Konstantin der Große
Set-lû-sṳ thai-ti	Kyros II.
Vùn-mìn	Zivilisation
Kau-yuk	Bildung
Kâ-thìn	Familie
Nàm-ngìn	Mann
Fûn-yîn	Ehe
Kiûn-sṳ	Militär
Kâ-pî	Kaffee
Ngiù-nen	Milch
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Ashoka
香港	Hongkong
Thai-yîn Ti-koet	Britisches Weltreich
Sú-ngì	Seoul
Kâm-nái-thit Koet-chi Kî-chhòng	John F. Kennedy International Airport
上海	Shanghai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Flughafen London Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Gatwick Airport
Set-vì-li-â	Sevilla
Chhîn-chhèu	Qing-Dynastie
Â-ngì-pâ-nì-â-ngî	Albanische Sprache
Pâ-sṳ̂-khiet-ngî	Baskische Sprache
Â-lâ-kung-ngî	Aragonesische Sprache
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Armenische Sprache
Vû-khiet-làn-ngî	Ukrainische Sprache
Pâ-lùn-sî-â	Valencia
Shuì-tién-ngî	Schwedische Sprache
Tan-ma̍k-ngî	Dänische Sprache
Nò-vî-ngî	Norwegische Sprache
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm Leibniz
Tshia̍p-khiet-ngî	Tschechische Sprache
Sṳ̂-lo̍k-phat-khiet-ngî	Slowakische Sprache
Sṳ̂-lo̍k-vì-nì-â-ngî	Slowenische Sprache
Hiûng-ngà-li-ngî	Ungarische Sprache
Oi-sâ-nì-â-ngî	Estnische Sprache
Là-thot-vì-â-ngî	Lettische Sprache
Li̍p-thâu-vón-ngî	Litauische Sprache
Pha̍k-ngò-lò-sṳ̂-ngî	Weißrussische Sprache
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitri Iwanowitsch Mendelejew
Ngièn-chṳ́	Atom
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Griechische Sprache
Oi-ngì-làn-ngî	Irische Sprache
Pô-sṳ̂-ngî	Persische Sprache
Chûng-kau	Religion
Chêu-sién-ngî	Koreanische Sprache
Chhóng-sṳ-ki	1. Buch Mose
Chhut-âi-khi̍p-ki	2. Buch Mose
Ye̍t-nàm-ngî	Vietnamesische Sprache
Pó-lò	Paulus von Tarsus
Kô-mièn-ngî	Khmer-Sprache
Thai-ngî	Thailändische Sprache
Mâ-lòi-ngî	Malaiische Sprache
Mùng-kú-ngî	Mongolische Sprache
Hâ-sat-khiet-ngî	Kasachische Sprache
Vû-tsṳ̂-phe̍t-khiet-ngî	Usbekische Sprache
Thú-khù-màn-ngî	Turkmenische Sprache
Yù-thai-kau	Judentum
Hî-pak-lói-ngî	Hebräische Sprache
Â-set-pai-kiông-ngî	Aserbaidschanische Sprache
Mâ-khì-tun-ngî	Mazedonische Sprache
Set-ngì-vì-â-ngî	Serbische Sprache
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Serbokroatische Sprache
Pô-sṳ-nì-â-ngî	Bosnische Sprache
Kâ-lî-sî-â-ngî	Galicische Sprache
Vî-ngì-sṳ̂-ngî	Walisische Sprache
Sû-kak-làn Koi-ngì-ngî	Schottisch-gälische Sprache
Siak-khiet-kau	Sikhismus
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Laozi
Kôn-chhóng	Leber
Shìn	Niere
Thu-é	Kaninchen
Sṳ̀n-kîn Ne-thúng	Nervensystem
Sîm-lî-ho̍k	Psychologie
Sṳt-kâ-mèu-nì	Siddhartha Gautama
Mâ-tên Lu-tet	Martin Luther
Yî-kâ	Konfuzianismus
Thiên-chú-kau	Römisch-katholische Kirche
Tho-kau	Daoismus
Chit-siói	Rückenmark
Sa̍t	Zunge
Yî-tshóng	Bauchspeicheldrüse
Hèu-thèu	Kehlkopf
Fuk-khiet-làn khiùn-tó	Falklandinseln
Vàng-kak-mo̍k	Zwerchfell
Lân-mî	Appendix vermiformis
Elizabeth Ngi-sṳ	Elisabeth II.
Thòng-chhèu	Tang-Dynastie
John F. Kennedy	John F. Kennedy
Mìn-chhèu	Ming-Dynastie
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Saragossa
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Periodensystem
Chû-su̍k	Sus (Schweine)
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bakterien
Phù-thò	Weintraube
Phûng-thòng	Honig
Thông	Zucker
Vòng-theu	Sojabohne
Kûng-chhàng-ho̍k	Ingenieurwissenschaften
Vùn-fa	Kultur
Fan-vun	Sanskrit
Sùn-fàn Hì-thúng	Blutkreislauf
Sôn	Säuren
Yî-ho̍k	Medizin
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Speisesalz
分類:Pâ-sî	Kategorie:Brasilien
Màn-hâ-tun	Manhattan
Ngièn-su	Chemisches Element
Kâ-suk-thu	Beschleunigung
Li̍t	Kraft
Kú	Trommel
Tsṳt-liông	Masse (Physik)
Thien-yáng	Film
Kîm-su̍k	Metalle
Nùng-ngia̍p	Landwirtschaft
Sâng-yîm	Schall
Sṳ̀-kiên	Zeit
Mien-chit	Flächeninhalt
Kûng-kîn	Kilogramm
Kûng-tshak	Meter
Miéu	Sekunde
Pâu-siuk	Mais
Kûng-sṳ̂n	Liter
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Südostasien
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Antikes Griechenland
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Bretonische Sprache
Brittany	Bretagne
Lóng	Gehörlosigkeit
Chhi̍t-phiang	Krankheit
Khien-không	Gesundheit
Sok-lî-â	Soria
Màn-tó-ngî	Manx (Sprache)
Chhiâng-môi-su	Penicilline
Nantes	Nantes
Pot-thâm-fó	Tuberkulose
Mà-chiông	Mah-Jongg
模板:Location map Taiwan	Vorlage:Positionskarte Taiwan
Detroit	Detroit
Van-lî Tshòng-sàng	Chinesische Mauer
Gard-sén	Département Gard
Gers-sén	Département Gers
Sông Garonne-sén	Département Haute-Garonne
Sṳ̀n-sṳn Lò-mâ Ti-koet	Heiliges Römisches Reich
Ille-et-Vilaine-sén	Département Ille-et-Vilaine
Isère-sén	Département Isère
Chûng-kau Kói-kiet	Reformation
Sông Loire-sén	Département Haute-Loire
Lot-sén	Département Lot
Lozère-sén	Département Lozère
Maine-et-Loire-sén	Département Maine-et-Loire
Nì-pu-kap-nì-sat ngi-sṳ	Nabû-kudurrī-uṣur II.
Mayenne-sén	Département Mayenne
Morbihan-sén	Département Morbihan
Nièvre-sén	Département Nièvre
Nord-sén	Département Nord
Calais Hói-hia̍p-sén	Département Pas-de-Calais
Puy-de-Dôme-sén	Département Puy-de-Dôme
Sông Pyrénées-sén	Département Hautes-Pyrénées
Pyrénées-Orientales-sén	Département Pyrénées-Orientales
Hâ Rhin-sén	Département Bas-Rhin
Sông Rhin-sén	Département Haut-Rhin
Saône-et-Loire-sén	Département Saône-et-Loire
Sarthe-sén	Département Sarthe
Sông Savoie-sén	Département Haute-Savoie
Tarn-sén	Département Tarn
Tarn-et-Garonne-sén	Département Tarn-et-Garonne
Var-sén	Département Var
Vaucluse-sén	Département Vaucluse
Vendée-sén	Département Vendée
Yonne-sén	Département Yonne
Yî-pí-li-â Pan-tó	Iberische Halbinsel
Lai-kî	Litschibaum
Yâ-è	Kokospalme
Sa̍k-liù	Granatapfel
Chong-fa	Zhuang (Sprache)
Sông-sok-pu-ngî	Obersorbische Sprache
Na̍p-ngá-thi̍t-ngî	Nahuatl
Mí-nàm-kâ-pó-ngî	Minangkabauische Sprache
Mirandés-ngî	Mirandés
Harvard Thai-ho̍k	Harvard University
Néu-yok Chṳn-khèn Kâu-yi-só	New York Stock Exchange
Lie̍t-yî-tha̍t-sén	Provinz Lleida
Â-lâ-pak-ngî	Arabische Sprache
Kiú-chiu	Kyūshū
Si-koet	Shikoku
O-khiet-ngî	Okzitanische Sprache
Nàm-fî Hò-làn-ngî	Afrikaans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Haussperling
Kô-thiet	Mass Transit Railway
澳門	Macau
Suhl	Suhl
Mühlhausen	Mühlhausen/Thüringen
Sâ-thièn-khî	Sha Tin District
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Giraffe
Phì-âi-mùng-thi̍t-ngî	Piemontesische Sprache
Thap-là-kô-na̍p	Tarragona
Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte d’Azur
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	Der Herr der Ringe
Borredà	Borredà
Hiông-kóng Thai-ho̍k	Universität Hongkong
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Präfektur Kagoshima
Kiok	Fuß
Sit-thit	Echsen
Altenburg	Altenburg
Kiên	Schulter
Midi-Pyrénées	Midi-Pyrénées
Wikipedia:Chhâm-siòng	Wikipedia:Projektdiskussion
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Guangzhou
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nanjing
Phiang-yèn	Krankenhaus
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Nord-Pas-de-Calais
Pays de la Loire	Pays de la Loire
Languedoc-Roussillon	Languedoc-Roussillon
Thiap-sat-lò-nì-kâ	Thessaloniki
西藏自治區	Autonomes Gebiet Tibet
Hàng-thung Thien-fa	Mobiltelefon
Thò-niâu	Afrikanischer Strauß
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Wolf
Mâ-lòi Pan-tó	Malaiische Halbinsel
Sîn-yok Sṳn-kîn	Neues Testament
9	Neun
Zung-gok Thaai-liuk	Festlandchina
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Biên Hòa
Hiông-kóng-tó	Hong Kong Island
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Partido Independentista Puertorriqueño
Lì-è	Hausesel
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Altes Testament
Sṳn-tan-chiet	Weihnachten
Lò-màn Ngî-chhu̍k	Romanische Sprachen
Sâm-kok-hìn	Dreieck
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Indogermanische Sprachen
Breinigerberg	Breinigerberg
Lo-fú	Tiger
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos I.
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi-do
Sṳ̂-khâm-tit-nâ-vì-â	Skandinavien
Fu̍k-fa̍t-chiet	Ostern
Thien-nó Khô-ho̍k	Informatik
Koet-chi Yîm-phiêu	Internationales Phonetisches Alphabet
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Princeton University
Fôn-hìn-muk	Schreitvögel
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Taiwan (Insel)
Chṳ-fi-hîn Sú-kî	Smartphone
Sa̍k-yù	Erdöl
Hài-è	Schuh
Ngiùn-hòng	Bank
Ngièn-lun Chhṳ-yù	Meinungsfreiheit
Oi-ngì-làn	Irland (Insel)
Cheshire	Cheshire
Cumbria	Cumbria
Lancashire	Lancashire
Northumberland	Northumberland
Tyne and Wear	Tyne and Wear
County Durham	County Durham
Pet Yorkshire	North Yorkshire
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun
Northamptonshire	Northamptonshire
Devon	Devon (England)
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey
West Sussex	West Sussex
East Sussex	East Sussex
Kent	Kent
Thai Lùn-tûn	Greater London
7	Sieben
8	Acht
Lu̍k-é	Hirsche
Pên	Eis
Chú ke Khì-tó-vùn	Vaterunser
Ngìn-lui-ho̍k	Anthropologie
Fùng-hói	Rotes Meer
Oi-tên-páu	Edinburgh
Pha̍k-set	Weiß
Marseille	Marseille
Thai-chhûng-thèu	Zwiebel
6	Sechs
Kôn-fông ngî-ngièn	Amtssprache
Kháu-kú-ho̍k	Archäologie
George H. W. Bush	George H. W. Bush
Pâ-ngì-kòn pan-tó	Balkanhalbinsel
Dmitry Medvedev	Dmitri Anatoljewitsch Medwedew
Entrena	Entrena
Sîn-kau	Protestantismus
Selena	Selena Quintanilla-Pérez
Mî-koet Thai-khûng Chúng-shu	NASA
Thai Put-lie̍t-tiên-tó	Großbritannien (Insel)
Pâ-le̍t-sṳ̂-thán	Palästina (Region)
10	Zehn
Lila Downs	Lila Downs
Lia̍p-pau	Gepard
Cleveland (Yîn-koet)	Cleveland (England)
Liverpool	Liverpool
Bremen	Bremen
Sîn Nò-vî-ngî	Nynorsk
Meu-thèu-tiâu	Eulen
Sṳ̀	Stunde
Fap-lò-ngî	Färöische Sprache
Kîm-eu-sṳ	Cà Mau
Meu-khô	Katzen
Koet-chi Thai-khûng Chhàm	Internationale Raumstation
Tà-la-sṳ	Đà Lạt
Tat-tat-ngî	Tatarische Sprache
Tshûng-liông	Gewichtskraft
Tsûng-su	Echte Dattelpalme
Fan-tshiet-sṳ	Phan Thiet
Sî Fut-lî-sî-ngî	Friesische Sprachen
Séu Vòng-chṳ́	Der kleine Prinz
Phiàng-fông kûng-tshak	Quadratmeter
Fó-yam-chhùng	Leuchtkäfer
Li̍p-fông kûng-tshak	Kubikmeter
Fàn-chiet-thûng-vu̍t-mùn	Ringelwürmer
Chhú-khô	Langschwanzmäuse
Lû-sêm-nì-â-ngî	Russinische Sprache
Ede (Hò-làn)	Ede (Niederlande)
Sông-ngia̍p	Kommerz
Fú-kîn	Schwertwal
Sâ-thi̍t-fut-lî-sî-ngî	Saterfriesische Sprache
Liû-khiù-koet	Königreich Ryūkyū
Pet-fut-lî-sî-â-ngî	Nordfriesische Sprache
Â-mê-ha̍p-lâ-ngî	Amharische Sprache
蝠婆	Fledertiere
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huangdi
Tiau-ǹg-thòi Lie̍t-yí	Senkaku-Inseln
Khiung-fò-tóng (Mî-koet)	Republikanische Partei
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Asturische Sprache
中國	China
O-thi-li Pâ-vî-li-â-ngî	Bairische Dialekte
Mìn-chú-tóng (Mî-koet)	Demokratische Partei (Vereinigte Staaten)
Tsuk-pet-sṳ	Zhubei
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Extremadurische Sprache
Sàng-fà-khî	Chenghua (Chengdu)
Séu-su mìn-chhu̍k	Minderheit
Pô-lòi-kú	Plei Cu
Â-ha̍p-sṳ̂-vòng	Ahas
Chûng-chû-sṳ	Chungju
Yòng-suk-yen	Yangshuo
Khiet-là-khô-fû	Krakau
臺灣省	Taiwan (Provinz)
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Flughafen Peking
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Computertomographie
Vî-nî-sṳ̂-ngî	Venetische Sprache (romanisch)
Vû-lòi-khî	Wulai
Koet-li̍p Thòi-vân Thai-ho̍k	Nationaluniversität Taiwan
Vì-phú-sêm-ngî	Wepsische Sprache
Fu̍t-lò-ngî	Võro
Pân-mâ	Zebra
Valery Leontiev	Waleri Jakowlewitsch Leontjew
Khô-sî-kâ-ngî	Korsische Sprache
Buryat-ngî	Burjatische Sprache
Sùn-tho-chûng	Methodistische und Wesleyanische Kirchen
Suk-vú-ngî	Cebuano
Chavacano-ngî	Chabacano
Tha̍t-lò-phî-thû Ngî-hì	Dravidische Sprachen
Ló-kiê-sṳ	Lào Cai
客家語	Hakka (Sprache)
Pet-nèn-sṳ	Bắc Ninh
Hiuk-tsin-sṳ	Sóc Trăng (Ort)
Mî-tshiu-sṳ	Mỹ Tho
Fut-liù-li-ngî	Furlanische Sprache
Pâng-mî-tsuk	Buôn Ma Thuột
Kàm-ngî	Gan (Sprache)
Pok-vu̍t-kón	Museum
Yin-thu Yî-lóng Ngî-chhu̍k	Indoiranische Sprachen
Thai-yùng-meu	Großer Panda
Kalmyk-ngî	Kalmückische Sprache
Mân-ngî	Mandschurische Sprache
Kû-li̍p ngî-ngièn	Isolierte Sprachen
Kit-là-kî-ngî	Gilaki
Khà-sû-pí-ngî	Kaschubische Sprache
Karachay-Balkar-ngî	Karatschai-balkarische Sprache
Lùn-pâ-tí-ngî	Lombardische Sprache
Sú	Hand
Thu fú	Du Fu
O-lî-â-ngî	Oriya
Ngìn-khiéu	Bevölkerung
Nò-man-thi-ngî	Normannische Sprache
Pâng-â-sî-nâm-ngî	Pangasinensische Sprache
Nèn-phìn-sṳ	Ninh Bình
Pet-sat-mí-ngî	Nordsamische Sprache
O-set-thôi-ngî	Ossetische Sprache
Sî-sî-lî-ngî	Sizilianische Sprache
Sat-tên-nî-â-ngî	Sardische Sprache
Nì-ngá-ngì-ngî	Newari
Valparaíso	Valparaíso
Kóng-ngi-sṳ	Quảng Ngãi
Yên-yèn	Schauspieler
Thap-kâ-lo̍k-ngî	Tagalog
Thùng	Bronze
Vlaams-ngî	Flämische Dialekte
Fà-liùng-ngî	Wallonische Sprache
Sú-ngî	Gebärdensprache
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Tibetische Sprache
Ngá-shuì-ngá-shuì-ngî	Wáray-Wáray
Yì-ku-tshu̍k	Yugur
N̂g-ngî	Wu (Sprache)
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	University of Oxford
Sṳ̍p-thiàu Kie-min	Zehn Gebote
Yok-hon-nì-sṳ̂-páu	Johannesburg
Kî-tuk Kau-fi	Kirche (Organisation)
Pau-é	Leopard
Sîn-kiông	Xinjiang
Muk-kôa	Papaya
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Amisisch
Vî-liâm Lùn-khìm	Wilhelm Conrad Röntgen
Chû-chhèu	Zhou-Dynastie
Ido-ngî	Ido (Sprache)
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Weißes Haus
Tha̍t-mâ-thai-ngî	Dalmatische Sprache
Tat-tat-chhu̍k	Tataren
Thai-fán-sṳ	Ōsaka
Sên-khiù-ngî	Lingwa de Planeta
Kiam-khiâu Thai-ho̍k	University of Cambridge
Kûng-khín	Hektar
Sé-lî	Taufe
Pông-hâ	Asthma bronchiale
Chuk	Bambuseae
Hiligaynon-ngî	Hiligaynon
Fù Tsṳ-mìn	Hồ Chí Minh
Thièn-piên-fú	Điện Biên Phủ
Khûn-sṳ-làn-chû	Queensland
Kûi-yìn-sṳ	Quy Nhơn
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li̍t-ka-sṳ	Rach Gia
Li-kú-lî-â-ngî	Ligurische Sprache (Romanisch)
Phô-lò-chû	Borneo
Khà-phién-phién-kâm-ngî	Kapampangan
Vù-fâ-kó	Echte Feige
Sun-fa-sṳ	Huế
Tshòng-thu	Länge (Physik)
Sṳ̂-chhù-chṳ̂-lu	Seidenstraße
Mô-li-ngî	Maorische Sprache
Mên-tûng-ngî	Min Dong
Mên-pet-ngî	Min Bei
Tô-se-pâu sâng-vu̍t	Vielzeller
Mên-nàm-ngî	Min Nan
Tshiên-ngièn	Jahrtausend
Ho̍k-miàng	Binäre Nomenklatur
Vì-tô-li-â-chû	Victoria (Australien)
Chong-chhu̍k	Zhuang
Sông-hói-fa	Shanghai-Dialekt
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Tshèu-chû-fa	Teochew
Yok-hon-fuk-yîm	Evangelium nach Johannes
William Vòng-chṳ́	William, Duke of Cambridge
Chhṳ̀n Kóng-sâng	Jackie Chan
12	Zwölf
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshirō Mifune
Kám-lám-su	Olivenbaum
Só-lò-mùn-vòng	Salomo
O-khiet-làn	Auckland
Chhṳ̍t-sien	Gerade
11	Elf
13	Dreizehn
Sûn-chṳ́	Sunzi
Sṳn-lìn	Heiliger Geist
Lû-pu-lìm	Lublin
Thì-thèu	Erdnuss
100	Hundert
Tshit-thèu	Kniegelenk
Tô-piên-hìn	Polygon
Nàm Chûng-koet Hói	Südchinesisches Meer
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Chamäleons
Bloemfontein	Bloemfontein
Ngiam-set-thí	Chromosom
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangun
Ma̍k-tông-lò Kûng-sṳ̂	McDonald’s
1000000	Million
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Nordhalbkugel
Ló-chhú	Mäuse
Thí-tsit	Volumen
Het-tsṳ̂	Hertz (Einheit)
Pak-pân-khiet	Burbank (Los Angeles County)
Sien-lia̍p-thí	Mitochondrium
Yî-sên	Arzt
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Makroökonomie
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Evangelium nach Lukas
Sîn Kí-nui-â	Neuguinea
Sṳ́-thù-hàng-chhon	Apostelgeschichte des Lukas
Mô-hái	Krabben
PH	PH-Wert
Khì-tó	Gebet
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheongbuk-do
Chûng-chhîn Nàm-tho	Chungcheongnam-do
Kông-ngièn-tho (Hôn-koet)	Gangwon-do
Nui Mùng-kú	Innere Mongolei
Kîm Ngit-sṳ̀n	Kim Il-sung
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	David (Israel)
Li-vi-ki	3. Buch Mose
Sṳ̂-thán-fuk Thai-ho̍k	Stanford University
Fuk-kian	Fujian
Kûng-khiet	Gramm
Mùng-kú-tshu̍k	Mongolen
Khí-sṳ-liu̍k	Offenbarung des Johannes
Kong-lîn-sṳ	Gangneung
Kô-yòng-sṳ	Goyang
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kóng-chû-sṳ (Hôn-koet)	Gwangju (Gyeonggi-do)
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan (Südkorea)
Ôn-sân-sṳ	Ansan
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang (Südkorea)
Ngièn-chû-sṳ	Wonju
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Phìn-tshe̍t-sṳ	Pyeongtaek
Fà-sàng-sṳ	Hwaseong
Buckingham Kiûng	Buckingham Palace
Hói-nàm	Hainan
Yén-tûng	Ferner Osten
Ngiên-kiu	Forschung
Kâm-suk	Gansu
Pha̍k Se-pâu	Leukozyt
York	York
Tsiú	Ellbogengelenk
Sṳ̂n-min-ki	5. Buch Mose
Sû-chû-sṳ	Suzhou (Jiangsu)
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Windsor Castle
Hòn-chhu̍k	Han-Chinesen
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Deutsche
Ko-men	Allergie
Fù-khì	Egel
Kîm-yùng	Finanzen
1000	Tausend
Mìn-su-ki	4. Buch Mose
Liu̍k Khiet-vùn	Kevin Rudd
Ngo̍k-ǹg	Echte Krokodile
Yùn-nàm	Yunnan
Vû-â	Raben und Krähen
Plymouth	Plymouth
Sân-tûng	Shandong
Pí	Arm
Derby-sṳ	Derby (Derbyshire)
