ఆఫ్రికా	Afrika
వర్గం:599	Kategorie:599
మూస:GRD	Vorlage:GRD
వర్గం:644	Kategorie:644
వర్గం:656	Kategorie:656
వర్గం:661	Kategorie:661
వర్గం:762	Kategorie:762
మూస:Canada provinces map	Vorlage:Linkbox Kanadische Provinzen
మూస:Round8	Vorlage:Turnierplan8-ohne-Datum
మూస:SYR	Vorlage:SYR
మూస:CHN	Vorlage:CHN
వర్గం:1928 మరణాలు	Kategorie:Gestorben 1928
వర్గం:1937 మరణాలు	Kategorie:Gestorben 1937
వర్గం:1950 మరణాలు	Kategorie:Gestorben 1950
వర్గం:కెన్యా	Kategorie:Kenia
వర్గం:1486	Kategorie:1486
వర్గం:1602	Kategorie:1602
వర్గం:1647 మరణాలు	Kategorie:Gestorben 1647
వర్గం:1666	Kategorie:1666
వర్గం:1672 మరణాలు	Kategorie:Gestorben 1672
మూస:ENG	Vorlage:ENG
వర్గం:2011 మరణాలు	Kategorie:Gestorben 2011
మూస:HTI	Vorlage:HTI
మూస:TCA	Vorlage:TCA
మూస:విలీనము	Vorlage:Redundanz
వర్గం:1503 మరణాలు	Kategorie:Gestorben 1503
వర్గం:1546 మరణాలు	Kategorie:Gestorben 1546
వర్గం:1728	Kategorie:1728
వర్గం:1733	Kategorie:1733
వర్గం:1743	Kategorie:1743
వర్గం:1747	Kategorie:1747
వర్గం:1749	Kategorie:1749
వర్గం:1750	Kategorie:1750
వర్గం:1754	Kategorie:1754
వర్గం:1755	Kategorie:1755
వర్గం:1757	Kategorie:1757
వర్గం:1761	Kategorie:1761
వర్గం:1762	Kategorie:1762
వర్గం:1763	Kategorie:1763
వర్గం:1763 మరణాలు	Kategorie:Gestorben 1763
వర్గం:1765 మరణాలు	Kategorie:Gestorben 1765
వర్గం:1768	Kategorie:1768
వర్గం:1770	Kategorie:1770
వర్గం:1772	Kategorie:1772
వర్గం:1773	Kategorie:1773
వర్గం:1774	Kategorie:1774
వర్గం:1774 మరణాలు	Kategorie:Gestorben 1774
వర్గం:1776	Kategorie:1776
వర్గం:1777	Kategorie:1777
వర్గం:1779 మరణాలు	Kategorie:Gestorben 1779
వర్గం:1782	Kategorie:1782
వర్గం:1788	Kategorie:1788
వర్గం:1790	Kategorie:1790
వర్గం:1791	Kategorie:1791
వర్గం:1792	Kategorie:1792
వర్గం:1794	Kategorie:1794
వర్గం:1798	Kategorie:1798
వర్గం:1799	Kategorie:1799
వర్గం:1800	Kategorie:1800
వర్గం:1801	Kategorie:1801
వర్గం:1802	Kategorie:1802
వర్గం:1803	Kategorie:1803
వర్గం:1804	Kategorie:1804
వర్గం:1804 మరణాలు	Kategorie:Gestorben 1804
వర్గం:1805	Kategorie:1805
వర్గం:1806	Kategorie:1806
వర్గం:1807	Kategorie:1807
వర్గం:1809	Kategorie:1809
వర్గం:1810	Kategorie:1810
వర్గం:1811	Kategorie:1811
వర్గం:1813	Kategorie:1813
వర్గం:1814	Kategorie:1814
వర్గం:1815	Kategorie:1815
వర్గం:1816	Kategorie:1816
వర్గం:1817 మరణాలు	Kategorie:Gestorben 1817
వర్గం:1818	Kategorie:1818
వర్గం:1819	Kategorie:1819
వర్గం:1819 మరణాలు	Kategorie:Gestorben 1819
వర్గం:1820	Kategorie:1820
వర్గం:1821 మరణాలు	Kategorie:Gestorben 1821
వర్గం:1823	Kategorie:1823
వర్గం:1827	Kategorie:1827
వర్గం:1830	Kategorie:1830
వర్గం:1831 మరణాలు	Kategorie:Gestorben 1831
వర్గం:1832 మరణాలు	Kategorie:Gestorben 1832
వర్గం:1833 మరణాలు	Kategorie:Gestorben 1833
వర్గం:1834	Kategorie:1834
వర్గం:1834 మరణాలు	Kategorie:Gestorben 1834
వర్గం:1835	Kategorie:1835
వర్గం:1836	Kategorie:1836
వర్గం:1836 మరణాలు	Kategorie:Gestorben 1836
వర్గం:1837 మరణాలు	Kategorie:Gestorben 1837
వర్గం:1838	Kategorie:1838
వర్గం:1839	Kategorie:1839
వర్గం:1840	Kategorie:1840
వర్గం:1842	Kategorie:1842
వర్గం:1843	Kategorie:1843
వర్గం:1846	Kategorie:1846
వర్గం:1846 మరణాలు	Kategorie:Gestorben 1846
వర్గం:1847	Kategorie:1847
వర్గం:1847 మరణాలు	Kategorie:Gestorben 1847
వర్గం:1848	Kategorie:1848
వర్గం:1849	Kategorie:1849
వర్గం:1850 మరణాలు	Kategorie:Gestorben 1850
వర్గం:1851	Kategorie:1851
వర్గం:1851 మరణాలు	Kategorie:Gestorben 1851
వర్గం:1852	Kategorie:1852
వర్గం:1853	Kategorie:1853
వర్గం:1854	Kategorie:1854
వర్గం:1856	Kategorie:1856
వర్గం:1856 మరణాలు	Kategorie:Gestorben 1856
వర్గం:1857	Kategorie:1857
వర్గం:1857 మరణాలు	Kategorie:Gestorben 1857
వర్గం:1858	Kategorie:1858
వర్గం:1858 మరణాలు	Kategorie:Gestorben 1858
వర్గం:1859	Kategorie:1859
వర్గం:1860	Kategorie:1860
వర్గం:1861	Kategorie:1861
వర్గం:1861 మరణాలు	Kategorie:Gestorben 1861
వర్గం:1862	Kategorie:1862
వర్గం:1863	Kategorie:1863
వర్గం:1864	Kategorie:1864
వర్గం:1865	Kategorie:1865
వర్గం:1866	Kategorie:1866
వర్గం:1866 మరణాలు	Kategorie:Gestorben 1866
వర్గం:1868	Kategorie:1868
వర్గం:1869	Kategorie:1869
వర్గం:1869 మరణాలు	Kategorie:Gestorben 1869
వర్గం:1870	Kategorie:1870
వర్గం:1871	Kategorie:1871
వర్గం:1872	Kategorie:1872
వర్గం:1872 మరణాలు	Kategorie:Gestorben 1872
వర్గం:1874	Kategorie:1874
వర్గం:1875	Kategorie:1875
వర్గం:1876	Kategorie:1876
వర్గం:1877	Kategorie:1877
వర్గం:1878 మరణాలు	Kategorie:Gestorben 1878
వర్గం:1879	Kategorie:1879
వర్గం:1880	Kategorie:1880
వర్గం:1881	Kategorie:1881
వర్గం:1882	Kategorie:1882
వర్గం:1883	Kategorie:1883
వర్గం:1884	Kategorie:1884
వర్గం:1885	Kategorie:1885
వర్గం:1886	Kategorie:1886
వర్గం:1886 మరణాలు	Kategorie:Gestorben 1886
వర్గం:1887	Kategorie:1887
వర్గం:1889	Kategorie:1889
వర్గం:1890	Kategorie:1890
వర్గం:1891	Kategorie:1891
వర్గం:1891 మరణాలు	Kategorie:Gestorben 1891
వర్గం:1892	Kategorie:1892
వర్గం:1892 మరణాలు	Kategorie:Gestorben 1892
వర్గం:1893	Kategorie:1893
వర్గం:1894	Kategorie:1894
వర్గం:1894 మరణాలు	Kategorie:Gestorben 1894
వర్గం:1895	Kategorie:1895
వర్గం:1895 మరణాలు	Kategorie:Gestorben 1895
వర్గం:1896 మరణాలు	Kategorie:Gestorben 1896
వర్గం:1897	Kategorie:1897
వర్గం:1899	Kategorie:1899
వర్గం:1899 మరణాలు	Kategorie:Gestorben 1899
వర్గం:1900 మరణాలు	Kategorie:Gestorben 1900
వర్గం:1901 మరణాలు	Kategorie:Gestorben 1901
వర్గం:1905 మరణాలు	Kategorie:Gestorben 1905
వర్గం:1906 మరణాలు	Kategorie:Gestorben 1906
వర్గం:1908 మరణాలు	Kategorie:Gestorben 1908
వర్గం:1909 మరణాలు	Kategorie:Gestorben 1909
వర్గం:1910 మరణాలు	Kategorie:Gestorben 1910
వర్గం:1912 మరణాలు	Kategorie:Gestorben 1912
వర్గం:1913 మరణాలు	Kategorie:Gestorben 1913
వర్గం:1914 మరణాలు	Kategorie:Gestorben 1914
వర్గం:1915 మరణాలు	Kategorie:Gestorben 1915
వర్గం:1916 మరణాలు	Kategorie:Gestorben 1916
వర్గం:1917 మరణాలు	Kategorie:Gestorben 1917
వర్గం:1918 మరణాలు	Kategorie:Gestorben 1918
వర్గం:1919 మరణాలు	Kategorie:Gestorben 1919
వర్గం:1920 మరణాలు	Kategorie:Gestorben 1920
వర్గం:1921 మరణాలు	Kategorie:Gestorben 1921
వర్గం:1923 మరణాలు	Kategorie:Gestorben 1923
వర్గం:1925 మరణాలు	Kategorie:Gestorben 1925
వర్గం:1926 మరణాలు	Kategorie:Gestorben 1926
వర్గం:1927 మరణాలు	Kategorie:Gestorben 1927
వర్గం:1932 మరణాలు	Kategorie:Gestorben 1932
వర్గం:1935 మరణాలు	Kategorie:Gestorben 1935
వర్గం:1936 మరణాలు	Kategorie:Gestorben 1936
వర్గం:1939 మరణాలు	Kategorie:Gestorben 1939
వర్గం:1940 మరణాలు	Kategorie:Gestorben 1940
వర్గం:1941 మరణాలు	Kategorie:Gestorben 1941
వర్గం:1944 మరణాలు	Kategorie:Gestorben 1944
వర్గం:1948 మరణాలు	Kategorie:Gestorben 1948
వర్గం:1951 మరణాలు	Kategorie:Gestorben 1951
వర్గం:1952 మరణాలు	Kategorie:Gestorben 1952
వర్గం:1953 మరణాలు	Kategorie:Gestorben 1953
వర్గం:1954 మరణాలు	Kategorie:Gestorben 1954
వర్గం:1955 మరణాలు	Kategorie:Gestorben 1955
వర్గం:1956 మరణాలు	Kategorie:Gestorben 1956
వర్గం:1957 మరణాలు	Kategorie:Gestorben 1957
వర్గం:1958 మరణాలు	Kategorie:Gestorben 1958
వర్గం:1961	Kategorie:1961
వర్గం:1964	Kategorie:1964
వర్గం:1964 మరణాలు	Kategorie:Gestorben 1964
వర్గం:1965	Kategorie:1965
వర్గం:1965 మరణాలు	Kategorie:Gestorben 1965
వర్గం:1966	Kategorie:1966
వర్గం:1967	Kategorie:1967
వర్గం:1967 మరణాలు	Kategorie:Gestorben 1967
వర్గం:1968 మరణాలు	Kategorie:Gestorben 1968
వర్గం:1969	Kategorie:1969
వర్గం:1970	Kategorie:1970
వర్గం:1970 మరణాలు	Kategorie:Gestorben 1970
వర్గం:1971 మరణాలు	Kategorie:Gestorben 1971
వర్గం:1972	Kategorie:1972
వర్గం:1972 మరణాలు	Kategorie:Gestorben 1972
వర్గం:1973	Kategorie:1973
వర్గం:1973 మరణాలు	Kategorie:Gestorben 1973
వర్గం:1974	Kategorie:1974
వర్గం:1975	Kategorie:1975
వర్గం:1976	Kategorie:1976
వర్గం:1977 మరణాలు	Kategorie:Gestorben 1977
వర్గం:1978	Kategorie:1978
వర్గం:1979	Kategorie:1979
వర్గం:1980	Kategorie:1980
వర్గం:1981	Kategorie:1981
వర్గం:1982	Kategorie:1982
వర్గం:1982 మరణాలు	Kategorie:Gestorben 1982
వర్గం:1983	Kategorie:1983
వర్గం:1983 మరణాలు	Kategorie:Gestorben 1983
వర్గం:1984	Kategorie:1984
వర్గం:1984 మరణాలు	Kategorie:Gestorben 1984
వర్గం:1985	Kategorie:1985
వర్గం:1985 మరణాలు	Kategorie:Gestorben 1985
వర్గం:1986	Kategorie:1986
వర్గం:1987	Kategorie:1987
వర్గం:1987 మరణాలు	Kategorie:Gestorben 1987
వర్గం:1988	Kategorie:1988
వర్గం:1989	Kategorie:1989
వర్గం:1989 మరణాలు	Kategorie:Gestorben 1989
వర్గం:1990	Kategorie:1990
వర్గం:1990 మరణాలు	Kategorie:Gestorben 1990
వర్గం:1991	Kategorie:1991
వర్గం:1992	Kategorie:1992
వర్గం:1993	Kategorie:1993
వర్గం:1994	Kategorie:1994
వర్గం:1995	Kategorie:1995
వర్గం:1995 మరణాలు	Kategorie:Gestorben 1995
వర్గం:1996	Kategorie:1996
వర్గం:1996 మరణాలు	Kategorie:Gestorben 1996
వర్గం:1997	Kategorie:1997
వర్గం:1997 మరణాలు	Kategorie:Gestorben 1997
వర్గం:1999	Kategorie:1999
వర్గం:2000	Kategorie:2000
వర్గం:2000 మరణాలు	Kategorie:Gestorben 2000
వర్గం:2001	Kategorie:2001
వర్గం:2001 మరణాలు	Kategorie:Gestorben 2001
వర్గం:2002	Kategorie:2002
వర్గం:2002 మరణాలు	Kategorie:Gestorben 2002
వర్గం:2003 మరణాలు	Kategorie:Gestorben 2003
వర్గం:2004	Kategorie:2004
వర్గం:2004 మరణాలు	Kategorie:Gestorben 2004
వర్గం:2005	Kategorie:2005
వర్గం:2006	Kategorie:2006
వర్గం:2006 మరణాలు	Kategorie:Gestorben 2006
వర్గం:2007	Kategorie:2007
వర్గం:2008	Kategorie:2008
వర్గం:2009	Kategorie:2009
వర్గం:2010	Kategorie:2010
వర్గం:2011	Kategorie:2011
వర్గం:కరెన్సీ	Kategorie:Währung
వర్గం:నదులు	Kategorie:Fluss
వర్గం:ఇంజనీరింగ్ విద్య	Kategorie:Technische Bildungseinrichtung
వర్గం:1967 తెలుగు సినిమాలు	Kategorie:Filmtitel 1967
మూస:User ru-1	Vorlage:User ru-1
వర్గం:భారతదేశ నదులు	Kategorie:Fluss in Indien
మూస:User szl	Vorlage:User szl
వర్గం:భారతదేశ రవాణా వ్యవస్థ	Kategorie:Verkehr (Indien)
వర్గం:భారత అర్చెరీ క్రీడాకారులు	Kategorie:Bogenschütze (Indien)
వర్గం:భారతీయులు	Kategorie:Inder
వర్గం:User no-2	Kategorie:User no-2
వర్గం:User no	Kategorie:User no
వర్గం:భూటాన్	Kategorie:Bhutan
వర్గం:ఉగ్రవాదం	Kategorie:Terrorismus
వర్గం:నూతన సంవత్సర వేడుకలు	Kategorie:Neujahrsbrauchtum
వర్గం:1806 స్థాపితాలు	Kategorie:Gegründet 1806
వర్గం:1904 స్థాపితాలు	Kategorie:Gegründet 1904
వర్గం:1908 స్థాపితాలు	Kategorie:Gegründet 1908
వర్గం:1905 స్థాపితాలు	Kategorie:Gegründet 1905
వర్గం:1907 స్థాపితాలు	Kategorie:Gegründet 1907
వర్గం:1906 స్థాపితాలు	Kategorie:Gegründet 1906
వర్గం:1912 స్థాపితాలు	Kategorie:Gegründet 1912
వర్గం:1914 స్థాపితాలు	Kategorie:Gegründet 1914
వర్గం:1918 స్థాపితాలు	Kategorie:Gegründet 1918
వర్గం:1916 స్థాపితాలు	Kategorie:Gegründet 1916
వర్గం:1919 స్థాపితాలు	Kategorie:Gegründet 1919
వర్గం:1917 స్థాపితాలు	Kategorie:Gegründet 1917
వర్గం:1924 స్థాపితాలు	Kategorie:Gegründet 1924
వర్గం:1932 స్థాపితాలు	Kategorie:Gegründet 1932
వర్గం:1925 స్థాపితాలు	Kategorie:Gegründet 1925
వర్గం:1929 స్థాపితాలు	Kategorie:Gegründet 1929
వర్గం:1940 స్థాపితాలు	Kategorie:Gegründet 1940
వర్గం:1941 స్థాపితాలు	Kategorie:Gegründet 1941
వర్గం:1943 స్థాపితాలు	Kategorie:Gegründet 1943
వర్గం:1935 స్థాపితాలు	Kategorie:Gegründet 1935
వర్గం:1942 స్థాపనలు	Kategorie:Gegründet 1942
వర్గం:1938 స్థాపితాలు	Kategorie:Gegründet 1938
వర్గం:1951 స్థాపితాలు	Kategorie:Gegründet 1951
వర్గం:1953 స్థాపితాలు	Kategorie:Gegründet 1953
వర్గం:1954 స్థాపితాలు	Kategorie:Gegründet 1954
వర్గం:1949 స్థాపితాలు	Kategorie:Gegründet 1949
వర్గం:1952 స్థాపితాలు	Kategorie:Gegründet 1952
వర్గం:1948 స్థాపితాలు	Kategorie:Gegründet 1948
వర్గం:1945 స్థాపితాలు	Kategorie:Gegründet 1945
వర్గం:1959 స్థాపితాలు	Kategorie:Gegründet 1959
వర్గం:1962 స్థాపితాలు	Kategorie:Gegründet 1962
వర్గం:1958 స్థాపితాలు	Kategorie:Gegründet 1958
వర్గం:1955 స్థాపనలు	Kategorie:Gegründet 1955
వర్గం:1956 స్థాపితాలు	Kategorie:Gegründet 1956
వర్గం:1964 స్థాపితాలు	Kategorie:Gegründet 1964
వర్గం:1974 స్థాపితాలు	Kategorie:Gegründet 1974
వర్గం:1971 స్థాపితాలు	Kategorie:Gegründet 1971
వర్గం:1970 స్థాపితాలు	Kategorie:Gegründet 1970
వర్గం:1973 స్థాపితాలు	Kategorie:Gegründet 1973
వర్గం:1975 స్థాపనలు	Kategorie:Gegründet 1975
వర్గం:1982 స్థాపితాలు	Kategorie:Gegründet 1982
వర్గం:1984 స్థాపనలు	Kategorie:Gegründet 1984
వర్గం:1979 స్థాపితాలు	Kategorie:Gegründet 1979
వర్గం:1980 స్థాపితాలు	Kategorie:Gegründet 1980
వర్గం:1985 స్థాపితాలు	Kategorie:Gegründet 1985
వర్గం:1989 స్థాపితాలు	Kategorie:Gegründet 1989
వర్గం:1997 స్థాపనలు	Kategorie:Gegründet 1997
వర్గం:2004 స్థాపితాలు	Kategorie:Gegründet 2004
వర్గం:1999 స్థాపితాలు	Kategorie:Gegründet 1999
వర్గం:2000 స్థాపితాలు	Kategorie:Gegründet 2000
వర్గం:1996 స్థాపితాలు	Kategorie:Gegründet 1996
వర్గం:1998 స్థాపితాలు	Kategorie:Gegründet 1998
వర్గం:2008 స్థాపితాలు	Kategorie:Gegründet 2008
వర్గం:వరి	Kategorie:Reis
వర్గం:1945 మరణాలు	Kategorie:Gestorben 1945
వర్గం:క్రీ.పూ. 44 మరణాలు	Kategorie:Gestorben 44 v. Chr.
వర్గం:1963 మరణాలు	Kategorie:Gestorben 1963
వర్గం:1320లు	Kategorie:1320er
వర్గం:1370లు	Kategorie:1370er
వర్గం:1833	Kategorie:1833
వర్గం:1390లు	Kategorie:1390er
వర్గం:1550లు	Kategorie:1550er
వర్గం:దాదాసాహెబ్‌ ఫాల్కే అవార్డు గ్రహీతలు	Kategorie:Träger des Dadasaheb Phalke Award
వర్గం:1832	Kategorie:1832
వర్గం:1660లు	Kategorie:1660er
వర్గం:1930 మరణాలు	Kategorie:Gestorben 1930
వర్గం:1740లు	Kategorie:1740er
వర్గం:1840లు	Kategorie:1840er
వర్గం:500లు	Kategorie:500er
వర్గం:580లు	Kategorie:580er
వర్గం:1822	Kategorie:1822
వర్గం:690లు	Kategorie:690er
వర్గం:810లు	Kategorie:810er
వర్గం:14 వ శతాబ్దం	Kategorie:14. Jahrhundert
వర్గం:13 వ శతాబ్దం	Kategorie:13. Jahrhundert
వర్గం:16 వ శతాబ్దం	Kategorie:16. Jahrhundert
వర్గం:12 వ శతాబ్దం	Kategorie:12. Jahrhundert
వర్గం:ప్లంబజినేసి	Kategorie:Plumbaginaceae
వర్గం:18 వ శతాబ్దం	Kategorie:18. Jahrhundert
వర్గం:6 వ శతాబ్దం	Kategorie:6. Jahrhundert
వర్గం:8 వ శతాబ్దం	Kategorie:8. Jahrhundert
వర్గం:మరణం	Kategorie:Tod
వర్గం:వైద్యశాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Kategorie:Nobelpreisträger für Medizin
వర్గం:ఒలింపిక క్రీడలు	Kategorie:Olympische Sportart
వర్గం:మోటారు సైకిళ్లు	Kategorie:Motorrad
వర్గం:భారత అథ్లెటిక్ క్రీడాకారులు	Kategorie:Leichtathlet (Indien)
వర్గం:1829	Kategorie:1829
వర్గం:1988 మరణాలు	Kategorie:Gestorben 1988
వర్గం:భారత రాజకీయ నాయకులు	Kategorie:Politiker (Indien)
వర్గం:సైపరేసి	Kategorie:Cyperaceae
వర్గం:జలసంధులు	Kategorie:Meerenge
వర్గం:1823 మరణాలు	Kategorie:Gestorben 1823
వర్గం:గ్రహశకలాలు	Kategorie:Asteroid
వర్గం:త్రికోణమితి	Kategorie:Trigonometrie
వర్గం:1708	Kategorie:1708
వర్గం:1736	Kategorie:1736
వర్గం:1789	Kategorie:1789
వర్గం:1796	Kategorie:1796
వర్గం:విమానాశ్రయాలు	Kategorie:Flughafen
వర్గం:1821	Kategorie:1821
వర్గం:1825	Kategorie:1825
వర్గం:1828	Kategorie:1828
వర్గం:1837	Kategorie:1837
వర్గం:1838 జననాలు	Kategorie:Geboren 1838
వర్గం:1841	Kategorie:1841
వర్గం:1850	Kategorie:1850
వర్గం:1867	Kategorie:1867
వర్గం:1873	Kategorie:1873
వర్గం:1878	Kategorie:1878
వర్గం:1896	Kategorie:1896
వర్గం:1924 మరణాలు	Kategorie:Gestorben 1924
వర్గం:1960 మరణాలు	Kategorie:Gestorben 1960
వర్గం:1963	Kategorie:1963
వర్గం:1981 మరణాలు	Kategorie:Gestorben 1981
వర్గం:1999 మరణాలు	Kategorie:Gestorben 1999
వర్గం:2012	Kategorie:2012
వర్గం:మూలకాలు	Kategorie:Chemisches Element
వర్గం:క్రీ.పూ. 100 జననాలు	Kategorie:Geboren 100 v. Chr.
వర్గం:భారత చదరంగ క్రీడాకారులు	Kategorie:Schachspieler (Indien)
వర్గం:చదరంగం క్రీడాకారులు	Kategorie:Schachspieler
వర్గం:క్రీ.పూ. 290 మరణాలు	Kategorie:Gestorben 290 v. Chr.
వర్గం:నోబెల్ బహుమతి	Kategorie:Nobelpreis
వర్గం:15 వ శతాబ్దం	Kategorie:15. Jahrhundert
వర్గం:గ్రాఫిక్స్ ఫైల్ ఫార్మాట్స్	Kategorie:Grafikformat
వర్గం:1727	Kategorie:1727
వర్గం:1744	Kategorie:1744
వర్గం:1808	Kategorie:1808
వర్గం:1824	Kategorie:1824
వర్గం:1826	Kategorie:1826
వర్గం:1831	Kategorie:1831
వర్గం:1835 మరణాలు	Kategorie:Gestorben 1835
వర్గం:1929 మరణాలు	Kategorie:Gestorben 1929
వర్గం:1933 మరణాలు	Kategorie:Gestorben 1933
వర్గం:1961 మరణాలు	Kategorie:Gestorben 1961
వర్గం:1968	Kategorie:1968
వర్గం:హిందువుల పండుగలు	Kategorie:Feste und Brauchtum (Hinduismus)
వర్గం:జర్నలిజం	Kategorie:Journalismus
వర్గం:1817	Kategorie:1817
వర్గం:1898	Kategorie:1898
వర్గం:1998	Kategorie:1998
వర్గం:క్రీ.పూ. 71 మరణాలు	Kategorie:Gestorben 71 v. Chr.
వర్గం:క్రీ.పూ. 370 మరణాలు	Kategorie:Gestorben 370 v. Chr.
వర్గం:నేపాల్	Kategorie:Nepal
వర్గం:రూబియేసి	Kategorie:Rötegewächse
వర్గం:శ్రీలంక	Kategorie:Sri Lanka
వర్గం:తజికిస్తాన్	Kategorie:Tadschikistan
వర్గం:1795 మరణాలు	Kategorie:Gestorben 1795
వర్గం:1855	Kategorie:1855
వర్గం:2003	Kategorie:2003
వర్గం:క్రీ.పూ. 460 జననాలు	Kategorie:Geboren 460 v. Chr.
వర్గం:9 వ శతాబ్దం	Kategorie:9. Jahrhundert
వర్గం:మొఘల్ సామ్రాజ్యం	Kategorie:Mogulreich
వర్గం:సోవియట్ యూనియన్	Kategorie:Sowjetunion
వర్గం:1971	Kategorie:1971
వికీపీడియా:రచ్చబండ (ఆలోచనలు)	Wikipedia:Verbesserungsvorschläge/Feature-Requests
పీకే	PK (2014)
వర్గం:హైదరాబాదు జిల్లా ప్రముఖులు	Kategorie:Person (Hyderabad, Indien)
వర్గం:అమెరికా సంయుక్త రాష్ట్రాల అధ్యక్షులు	Kategorie:Präsident der Vereinigten Staaten
వర్గం:ఐరోపా చరిత్ర	Kategorie:Europäische Geschichte
వర్గం:ఉత్తర అమెరికా దేశాలు	Kategorie:Staat in Nordamerika
వర్గం:పండ్లు	Kategorie:Obst
వర్గం:రాజకీయ పార్టీలు	Kategorie:Politische Partei
వర్గం:వృక్ష జాతులు	Kategorie:Plantae
వర్గం:కీటకాహార మొక్కలు	Kategorie:Fleischfressende Pflanze
పరశురామేశ్వర ఆలయం	Parasuramesvara-Tempel
వర్గం:1946 తెలుగు సినిమాలు	Kategorie:Filmtitel 1946
వర్గం:1966 తెలుగు సినిమాలు	Kategorie:Filmtitel 1966
వర్గం:1953 తెలుగు సినిమాలు	Kategorie:Filmtitel 1953
వర్గం:1954 తెలుగు సినిమాలు	Kategorie:Filmtitel 1954
వర్గం:1960 తెలుగు సినిమాలు	Kategorie:Filmtitel 1960
వర్గం:1964 తెలుగు సినిమాలు	Kategorie:Filmtitel 1964
వర్గం:1963 తెలుగు సినిమాలు	Kategorie:Filmtitel 1963
వర్గం:1962 తెలుగు సినిమాలు	Kategorie:Filmtitel 1962
వర్గం:1965 తెలుగు సినిమాలు	Kategorie:Filmtitel 1965
వర్గం:1957 తెలుగు సినిమాలు	Kategorie:Filmtitel 1957
వర్గం:1974 తెలుగు సినిమాలు	Kategorie:Filmtitel 1974
వర్గం:1973 తెలుగు సినిమాలు	Kategorie:Filmtitel 1973
వర్గం:1976 తెలుగు సినిమాలు	Kategorie:Filmtitel 1976
వర్గం:1971 తెలుగు సినిమాలు	Kategorie:Filmtitel 1971
వర్గం:1968 తెలుగు సినిమాలు	Kategorie:Filmtitel 1968
వర్గం:1980 తెలుగు సినిమాలు	Kategorie:Filmtitel 1980
వర్గం:2003 తెలుగు సినిమాలు	Kategorie:Filmtitel 2003
వర్గం:1991 తెలుగు సినిమాలు	Kategorie:Filmtitel 1991
వర్గం:1999 తెలుగు సినిమాలు	Kategorie:Filmtitel 1999
వర్గం:1996 తెలుగు సినిమాలు	Kategorie:Filmtitel 1996
వర్గం:1994 తెలుగు సినిమాలు	Kategorie:Filmtitel 1994
వర్గం:1989 తెలుగు సినిమాలు	Kategorie:Filmtitel 1989
వర్గం:1997 తెలుగు సినిమాలు	Kategorie:Filmtitel 1997
వర్గం:2002 తెలుగు సినిమాలు	Kategorie:Filmtitel 2002
వర్గం:2004 తెలుగు సినిమాలు	Kategorie:Filmtitel 2004
వర్గం:1995 తెలుగు సినిమాలు	Kategorie:Filmtitel 1995
వర్గం:2005 తెలుగు సినిమాలు	Kategorie:Filmtitel 2005
వర్గం:2007 తెలుగు సినిమాలు	Kategorie:Filmtitel 2007
వర్గం:2008 తెలుగు సినిమాలు	Kategorie:Filmtitel 2008
వర్గం:2010 తెలుగు సినిమాలు	Kategorie:Filmtitel 2010
వర్గం:2011 తెలుగు సినిమాలు	Kategorie:Filmtitel 2011
వర్గం:2009 తెలుగు సినిమాలు	Kategorie:Filmtitel 2009
వర్గం:కంప్యూటరు పత్రికలు	Kategorie:Computerzeitschrift
వర్గం:భారతదేశంలోని పర్వతాలు	Kategorie:Berg in Indien
వర్గం:మహా సముద్రాలు	Kategorie:Ozean
వర్గం:మొలస్కా	Kategorie:Weichtiere
వర్గం:ఆపరేటింగ్ సిస్టమ్స్	Kategorie:Betriebssystem
వర్గం:నియంతృత్వం	Kategorie:Diktatur
వర్గం:గోవా	Kategorie:Goa
వర్గం:కర్ణాటక	Kategorie:Karnataka
వర్గం:గుజరాత్	Kategorie:Gujarat
వర్గం:జార్ఖండ్	Kategorie:Jharkhand
వర్గం:తమిళనాడు	Kategorie:Tamil Nadu
వర్గం:పంజాబ్	Kategorie:Punjab (Indien)
వర్గం:మధ్య ప్రదేశ్	Kategorie:Madhya Pradesh
వర్గం:రాజస్థాన్	Kategorie:Rajasthan
వర్గం:హర్యానా	Kategorie:Haryana
వర్గం:ఉత్తర ప్రదేశ్	Kategorie:Uttar Pradesh
వర్గం:పశ్చిమ బెంగాల్	Kategorie:Westbengalen
వర్గం:ఒరిస్సా	Kategorie:Odisha
వర్గం:సినిమా పురస్కారాలు	Kategorie:Filmpreis
వర్గం:రుతువులు	Kategorie:Jahreszeit
వర్గం:అనోనేసి	Kategorie:Annonaceae
వర్గం:అపోసైనేసి	Kategorie:Apocynaceae
వర్గం:కుకుర్బిటేసి	Kategorie:Cucurbitaceae
వర్గం:అకాంథేసి	Kategorie:Acanthaceae
వర్గం:నిర్మాణ సామాగ్రి	Kategorie:Baustoff
వర్గం:జైనమతము	Kategorie:Jainismus
వర్గం:అంతరిక్ష కేంద్రాలు	Kategorie:Raumstation
వర్గం:పుష్పించే మొక్కలు	Kategorie:Gewürzpflanze
వర్గం:వాయుగతిశాస్త్రం	Kategorie:Aerodynamik
వర్గం:ఆయుధాలు	Kategorie:Waffe
వర్గం:ఆంటిగ్వా మరియు బార్బుడా	Kategorie:Antigua und Barbuda
వర్గం:కాలక్రమము	Kategorie:Chronologie
వర్గం:1571 జననాలు	Kategorie:Geboren 1571
