非洲	Afrika
美利堅峽穀 (加利福尼亞州)	American Canyon
申仁善	Shin Saimdang
莎榭·倍禾娃羅娃	Sascha Piwowarowa
多娜·卡蘭	Donna Karan
閔玆暎	Myeongseong
黃眞伊	Hwang Jin-i
許楚姬	Heo Chohui
金星 (舞者)	Jin Xing
崇禮門	Namdaemun
技術嗰歷史	Technikgeschichte
一隻後生藝術家嗰畫像	Ein Porträt des Künstlers als junger Mann
弱弱強格	Anapäst
瑪麗·哲浮姿	Mary Travers
許貞淑	Heo Jong-suk
羅蕙錫	Na Hye-sok
梅沒濕斯	Mimesis
存在	Existenz
王昭	Gwangjong
鄭道傳	Jeong Do-jeon
山口二矢	Otoya Yamaguchi
許政	Huh Jung
鄭夢周	Jeong Mong-ju
李昰應	Daewon-gun
石濤	Shi Tao
許筠	Heo Gyun
程抱一	François Cheng
尹致暎	Yun Chi-yeong
潘淸簡	Phan Thanh Gian
申叔舟	Shin Suk-ju
廳下	Wohnzimmer
奧婁斯	Aureus
南昌起義	Nanchang-Aufstand
雷斯立瑪諾站	Ruislip Manor (London Underground)
燈塔之行	Die Fahrt zum Leuchtturm
理性主義	Rationalismus
聖保羅地鐵	Metrô São Paulo
陀螺儀	Kreiselinstrument
和服	Kimono
頭韻法	Alliteration
東亞日報	Dong-a Ilbo
韓國嗰國寶	Liste der Nationalschätze Südkoreas
李禔	Yangnyung
曺植	Jo Sik
李埈鎔	Youngsun-gun
趙光祖	Jo Gwang-jo
李滉	Yi Hwang
韓明澮	Han Myung-hoi
兪吉濬	Yu Gil-jun
韓係來報紙	Hankyoreh
柳馨遠	Yu Hyeong-won
李瑞雨	Lee Seo-woo
李芑	Yi Gi
李福男	Yi Bok-nam
核桃溪 (加利福尼亞州)	Walnut Creek (Ort, Kalifornien)
金明淳	Kim Myŏng-sun
着落月球	Mondlandung
李會昌	Lee Hoi-chang
河崙	Ha Ryun
朴晉	Park Jin (Joseon)
南袞	Nam Gon
馬丁內斯 (加利福尼亞州)	Martinez (Kalifornien)
嘆咸固玲站	Turnham Green (London Underground)
南城	Nancheng
安福	Anfu
瑪算·迪可算線	Mason-Dixon-Linie
安卓站	Angel (London Underground)
胸肌	Musculus pectoralis major
司利夸	Siliqua
芬茲布利白站	Bahnhof Finsbury Park
Cartier	Cartier
Dior	Christian Dior (Unternehmen)
清湯	Wan Tan
蒙古	Mongolisches Plateau
科羅勒理·溫申佐	Vincenzo Maria Coronelli
安仁	Anren
希凌端站	Hillingdon (London Underground)
四行詩	Vierzeiler
反穀物法同盟	Anti-Corn Law League
常寧	Changning (Hengyang)
隆回	Longhui
孛咸站	Bahnhof Balham
招兵	Wehrpflicht
爆竹	Knallkörper
可黑宣	Kohäsion (Linguistik)
莫拉加 (加利福尼亞州)	Moraga
濟圭爾站	Chigwell (London Underground)
雀范站	Chalk Farm (London Underground)
安鐸尼年努斯	Antoninian
銀座站	U-Bahnhof Ginza
北塞茲白站	Belsize Park (London Underground)
醴陵	Liling
聖拉蒙 (加利福尼亞州)	San Ramon (Kalifornien)
懷杜且泊站	Bahnhof Whitechapel
可洛斯利站	Croxley (London Underground)
大沙丘國家公園	Great-Sand-Dunes-Nationalpark
弋陽	Yiyang (Shangrao)
安義	Anyi (Nanchang)
安遠	Anyuan (Ganzhou)
安源區	Anyuan (Pingxiang)
蒲圻	Chibi (Xianning)
荷蘭白站	Holland Park (London Underground)
北可斯集杜站	Baker Street (London Underground)
諧革站	Highgate (London Underground)
詞頭音消失	Aphärese
Wikipedia:捷徑	Wikipedia:Shortcuts
廬山	Lu Shan
心經	Herz-Sutra
情節突變	Peripetie
皮諾爾 (加利福尼亞州)	Pinole (Kalifornien)
烏霍站	Woodford (London Underground)
羅斯屋站	Northwood (London Underground)
諧斯集杜肯成段站	High Street Kensington (London Underground)
Armani	Giorgio Armani SpA
阿濟威站	Archway (London Underground)
肯第西塘站	Bahnhof Kentish Town
阿根透斯	Argenteus
羅斯夏婁站	North Harrow (London Underground)
古然祭侯站	Grange Hill (London Underground)
群茲韋站	Queensway (London Underground)
瑪麗勒般站	Bahnhof Marylebone
Valentino	Valentino (Unternehmen)
音節省略	Elision
俄斯多利站	Osterley (London Underground)
夏婁安哲侯站	Bahnhof Harrow-on-the-Hill
理茲酒店 (巴黎)	Hôtel Ritz (Paris)
汪茲得站	Wanstead (London Underground)
禾庫斯何站	Bahnhof Vauxhall
諧巴熱站	High Barnet (London Underground)
渥庫斯霍都所庫斯站	Oxford Circus (London Underground)
救貧法	Armengesetz
大數	Chinesische Zahlschrift
南京大學	Universität Nanjing
杜町布羅威站	Tooting Broadway (London Underground)
輔仁大學	Katholische Fu-Jen-Universität
平江	Pingjiang (Yueyang)
美洲嗰歷史	Geschichte Amerikas
Versace	Versace
阿羅茲固羅戶站	Arnos Grove (London Underground)
韓服	Koreanische Tracht
葉姓	Yeh
鄭逑	Jeong Gu
黃庭堅	Huang Tingjian
終戰詔書	Gyokuon-hōsō
吳官正	Wu Guanzheng
31	Einunddreißig
琴	Guqin
益肯咸站	Ickenham (London Underground)
羅斯溫布利站	Bahnhof North Wembley
詹姆斯·安格爾頓	James Jesus Angleton
畬人	She
拿第摩婁都站	Latimer Road (London Underground)
泰善·柏霍都	Tyson Beckford
洞口	Dongkou
紐巴雷白站	Newbury Park (London Underground)
叭呔語	Patois (französische Sprache)
固祭斯集杜站	Goodge Street (London Underground)
可黑能斯	Kohärenz (Linguistik)
Bulgari	Bulgari
妲諾維夫人	Mrs. Dalloway
江西嗰全國重點文物保護單位一覽	Denkmäler der Volksrepublik China (Jiangxi)
東洋生態區	Orientalis
Givenchy	Givenchy (Unternehmen)
希斯羅拖美拿1,2,3站	Heathrow Terminals 1,2,3 (London Underground)
羅斯浮茲站	Northfields (London Underground)
拿芬斯可杜白站	Ravenscourt Park (London Underground)
透鏡	Linse (Optik)
劍齒象	Stegodon
望江	Wangjiang
建寧	Jianning
俄都革站	Aldgate (London Underground)
茂恩都站	Mile End (London Underground)
瑪波阿濟站	Marble Arch (London Underground)
借凌庫羅思站	Charing Cross (London Underground)
秋葉原站	Bahnhof Akihabara
阿摩閃站	Bahnhof Amersham
淺草站	Bahnhof Asakusa
百慶站	Bahnhof Barking
布辣何斯婁都站	Bahnhof Blackhorse Road
加拿大禾多站	Bahnhof Canada Water
科能斯集杜站	Bahnhof Cannon Street
借芳拿第摩站	Bahnhof Chalfont & Latimer
絕利屋站	Bahnhof Chorleywood
依凌布羅威站	Bahnhof Ealing Broadway
惠比壽站	Bahnhof Ebisu
華凌端站	Bahnhof Farringdon
固玲霍站	Bahnhof Greenford
甲諾斯巴雷站	Bahnhof Gunnersbury
夏勒斯登站	Bahnhof Harlesden
夏婁沃茲端站	Bahnhof Harrow & Wealdstone
希斯羅拖美拿5站	Bahnhof Heathrow Terminal 5
諧布利艾凌段站	Bahnhof Highbury & Islington
飯田橋站	Bahnhof Iidabashi
神田站	Bahnhof Kanda
肯索固玲站	Bahnhof Kensal Green
丘嘉登茲站	Bahnhof Kew Gardens
肯段站	Bahnhof Kenton
肯成段俄林劈站	Bahnhof Kensington (Olympia)
北千住站	Bahnhof Kita-Senju
利物浦斯集杜站	Bahnhof Liverpool Street
倫敦布利祭站	Bahnhof London Bridge
摩革站	Bahnhof Moorgate
中野站	Bahnhof Nakano
御茶之水站	Bahnhof Ochanomizu
荻窪站	Bahnhof Ogikubo
俄都斯集杜站	Bahnhof Old Street
群茲白站	Bahnhof Queen’s Park
歷紋斯禾斯站	Bahnhof Rickmansworth
雷濟滿站	Bahnhof Richmond
色文實斯拖茲站	Bahnhof Seven Sisters
新橋站	Bahnhof Shimbashi
新宿站	Bahnhof Shinjuku
騒斯肯段站	Bahnhof South Kenton
騒斯雷斯立站	Bahnhof South Ruislip
斯端布利祭白站	Bahnhof Stonebridge Park
斯哲霍站	Bahnhof Stratford
高田馬場站	Bahnhof Takadanobaba
托騰咸侯站	Bahnhof Tottenham Hale
鴨敏斯拖站	Bahnhof Upminster
上野站	Bahnhof Ueno
沃咸斯兜笙卓站	Bahnhof Walthamstow Central
溫布利笙卓站	Bahnhof Wembley Central
韋斯杜布南段站	Bahnhof West Brompton
韋斯杜咸站	Bahnhof West Ham
韋斯杜雷斯立站	Bahnhof West Ruislip
永保端站	Bahnhof Wimbledon
沃茲登將庫遜站	Bahnhof Willesden Junction
四谷站	Bahnhof Yotsuya
張姓	Zhang
劉姓	Liu
陳姓	Chen (Familienname)
板庫-黙紐紋杜站	Bank und Monument (London Underground)
百京賽都站	Barkingside (London Underground)
巴巒科杜站	Barons Court (London Underground)
拜茲禾多站	Bayswater (London Underground)
立方體	Würfel (Geometrie)
比康濟站	Becontree (London Underground)
黑人	Schwarze
波孟都賽站	Bermondsey (London Underground)
京斯可羅斯聖潘可拿斯站	King’s Cross St. Pancras
北斯諾固玲站	Bethnal Green (London Underground)
布朗第姊妹	Geschwister Brontë
都伯林 (加利福尼亞州)	Dublin (Kalifornien)
Hermès	Hermès (Unternehmen)
吳姓	O (Familienname)
音樂史	Geschichte der Musik
聯合市 (加利福尼亞州)	Union City (Kalifornien)
中華民國國歌	San Min Chu-i
呫·呵嘍法	Jim Crow
三清山	Sanqing Shan
貝特魯大屠殺	Peterloo-Massaker
粥	Reis-Congee
邦茲集杜站	Bond Street (London Underground)
斤	Kätti
孛勞站	Borough (London Underground)
波斯段瑪諾站	Boston Manor (London Underground)
崩茲固玲站	Bounds Green (London Underground)
保婁都站	Bow Road (London Underground)
大德寺	Daitoku-ji
本杜厄站	Burnt Oak (London Underground)
龍虎山	Longhu Shan
延曆寺	Enryaku-ji
金文	Bronzeinschrift
Fendi	Fendi
布南利拜保站	Bromley-by-Bow (London Underground)
南舊金山 (加利福尼亞州)	South San Francisco
永修	Yongxiu
韋斯杜肯成段站	West Kensington (London Underground)
湯顯祖	Tang Xianzu
屋固玲站	Wood Green (London Underground)
騒斯夏婁站	South Harrow (London Underground)
固勒潑蘭斯集杜站	Great Portland Street (London Underground)
Celine	Céline (Modemarke)
及本白站	Kilburn Park (London Underground)
奧克利 (加利福尼亞州)	Oakley (Kalifornien)
普萊森特希爾 (加利福尼亞州)	Pleasant Hill (Kalifornien)
古羅馬嗰貨幣	Römische Währung
信州區	Xinzhou (Shangrao)
圓覺寺	Engaku-ji
溫布利白站	Wembley Park (London Underground)
酒比利線	Jubilee Line
東京地鐵	U-Bahn Tokio
瑞士科他祭站	Swiss Cottage (Jubilee Line)
騒斯肯成段站	South Kensington (London Underground)
東鄉	Dongxiang (Fuzhou)
行斯婁韋斯杜站	Hounslow West (London Underground)
胡郎西斯科·喇嚼嘶嘰	Francisco Lachowski
半月灣 (加利福尼亞州)	Half Moon Bay (Kalifornien)
聖巴布羅 (加利福尼亞州)	San Pablo (Kalifornien)
韋庫拖里阿站	London Victoria Station
講古	Storytelling (Methode)
百何斯杜侯站	Buckhurst Hill (London Underground)
臨湘	Linxiang (Yueyang)
瀏陽	Liuyang
耒陽	Leiyang
邵武	Shaowu
瑞金	Ruijin
新昌	Xinchang
寇多年婁都站	Caledonian Road (London Underground)
監登塘站	Camden Town (London Underground)
卡拿雷沃乎站	Canary Wharf (London Underground)
卡寧塘站	Canning Town (London Underground)
科能茲白站	Canons Park (London Underground)
贛江	Gan Jiang
髮色	Haarfarbe (Pigment)
江西賽維LDK太陽能高科技有限公司	LDK Solar
茶陵	Chaling
槍斯利然站	Chancery Lane (London Underground)
昌江區	Changjiang (Jingdezhen)
頌聖歌	Phleng Sansoen Phra Barami
西漢	Westliche Han-Dynastie
地支	Erdzweige
銀座線	Ginza-Linie
濟斯韋庫白站	Chiswick Park (London Underground)
千代田線	Chiyoda-Linie
崇仁	Chongren
崇陽	Chongyang
崇義	Chongyi
石山寺	Ishiyama-dera
庫臘范可紋站	Clapham Common (London Underground)
庫臘范羅斯站	Clapham North (London Underground)
庫臘范騒斯站	Clapham South (London Underground)
殼霍斯多茲站	Cockfosters (London Underground)
武汉大学	Wuhan-Universität
可凌兜站	Colindale (London Underground)
可列屋站	Colliers Wood (London Underground)
都潘州斯	Dupondius
眯睎眼	Epikanthus medialis
韋斯杜敏斯拖站	Westminster (London Underground)
霍利斯	Follis
詞中音消失	Synkope (Sprachwissenschaft)
西晉	Westliche Jin-Dynastie
上栗	Shangli
丸之內線	Marunouchi-Linie
東漢	Östliche Han-Dynastie
東西線	Tōkyō Metro Tōzai-Linie
舍利子	Sarira
柔黛歐·齋府	Rodeo Drive
打艮咸依斯杜站	Dagenham East (London Underground)
打艮咸希斯威站	Dagenham Heathway (London Underground)
醍醐寺	Daigo-ji
大冶	Daye
大庾	Dayu (Ganzhou)
德安	De’an
德布登站	Debden (London Underground)
族譜	Jokbo
天干	Himmelsstämme
日比谷線	Hibiya-Linie
夏段可羅斯站	Hatton Cross (London Underground)
元興寺	Gangō-ji
南朝	Südliche Dynastien
德興	Dexing
瑞昌	Ruichang
順昌	Shunchang
協浮茲布西站	Shepherd’s Bush (London Underground)
波	Die Wellen
定南	Dingnan
除法	Division (Mathematik)
高安	Gao’an
多利斯侯站	Dollis Hill (London Underground)
嘉魚	Jiayu
東湖區	Donghu (Nanchang)
東至	Dongzhi
有理數	Rationale Zahl
不滿之冬	Winter of Discontent
展斯	Triens
卡䋎斯	Quadrans
奎那留斯	Quinarius nummus
杉美斯	Semis
分宜	Fenyi
雷珍字白站	Regent’s Park (London Underground)
都昌	Duchang
依斯杜咸站	East Ham (London Underground)
羅斯依凌站	North Ealing (London Underground)
新淦	Xingan
依凌可紋站	Ealing Common (London Underground)
爾斯可杜站	Earl’s Court (London Underground)
依斯杜阿段站	East Acton (London Underground)
依斯杜芬濟利站	East Finchley (London Underground)
依斯杜孛尼站	East Putney (London Underground)
依斯杜渴站	Eastcote (London Underground)
諧都白可諾站	Hyde Park Corner (London Underground)
上猶	Shangyou
60年代	60er
50年代	50er
40年代	40er
30年代	30er
雷斯立站	Ruislip (London Underground)
勞段站	Loughton (London Underground)
武寧	Wuning
芬濟利婁都站	Finchley Road (London Underground)
將樂	Jiangle
車	Landfahrzeug
閑椒然站	Hanger Lane (London Underground)
青原區	Qingyuan (Ji’an)
恒端笙卓站	Hendon Central (London Underground)
果敢	Kokang
羅斯合站	Northolt (London Underground)
敘事	Erzählung
日本史時代區分表	Periodisierung der japanischen Geschichte
步賴斯兜站	Plaistow (London Underground)
六本木站	U-Bahnhof Roppongi
羽衣仙女	Schwanenjungfrau
漢服	Hanfu
暗白站	Elm Park (London Underground)
音班庫紋杜站	Embankment (London Underground)
樂平	Leping
貴溪	Guixi
餘江	Yujiang
渝水區	Yushui
浮梁	Fuliang
太湖	Taihu (Anqing)
修水	Xiushui
宿松	Susong
彭澤	Pengze
贛縣	Gan (Ganzhou)
蓮花	Lianhua
懷寧	Huaining
月湖區	Yuehu
貴池	Guichi
南康區	Nankang (Ganzhou)
石城	Shicheng
湘東區	Xiangdong
嶽西	Yuexi (Anqing)
銅鼓	Tonggu
瀘溪	Luxi (Pingxiang)
湖口	Hukou (Jiujiang)
潯陽區	Xunyang (Jiujiang)
九江（縣）	Jiujiang (Kreis)
黎川	Lichuan (Fuzhou)
玉山	Yushan (Shangrao)
奉新	Fengxin
峽江	Xiajiang
龍南	Longnan (Ganzhou)
遂川	Suichuan
廬山區	Lushan (Stadtbezirk)
斯探佛布魯庫站	Stamford Brook (London Underground)
襠袋	Schamkapsel
邑屏站	Epping (London Underground)
Zegna	Ermenegildo Zegna
宜黃	Yihuang
上饒 (縣)	Shangrao (Kreis)
宜豐	Yifeng
永興	Yongxing
吉州區	Jizhou (Ji’an)
鄱陽	Poyang
臨川區	Linchuan
樂安	Le’an
吉水	Jishui
上高	Shanggao
鉛山	Yanshan (Shangrao)
通城	Tongcheng (Xianning)
尋鄔	Xunwu
寧都	Ningdu
萬年	Wannian
嶽陽	Yueyang (Kreis)
華容	Huarong (Yueyang)
虔南	Quannan
監利	Jianli
萬安	Wan’an
橫峯	Hengfeng
信豐	Xinfeng (Ganzhou)
靖安	Jing’an (Yichun)
陽新	Yangxin (Huangshi)
通山	Tongshan (Xianning)
南豐	Nanfeng
興國	Xingguo
吉安（縣）	Ji’an (Kreis)
攸縣	You (Zhuzhou)
永豐	Yongfeng (Ji’an)
袁州區	Yuanzhou (Yichun)
廣昌	Guangchang
婺源	Wuyuan (Shangrao)
度 (溫度)	Grad (Temperatur)
餘干	Yugan
金溪	Jinxi
韋斯杜阿段站	West Acton (London Underground)
禾然斯集杜站	Warren Street (London Underground)
優斯端斯怪爾站	Euston Square (London Underground)
固玲白站	Green Park (London Underground)
江南	Jiangnan
綏寧	Suining (Shaoyang)
泰寧	Taining
石台	Shitai (Chizhou)
會昌	Huichang
新建	Xinjian
潛山	Qianshan (Anqing)
豐城	Fengcheng (Yichun)
灣裡區	Wanli (Nanchang)
泰和	Taihe (Ji’an)
光澤	Guangze
萬載	Wanzai
西湖區	Xihu (Nanchang)
星子	Xingzi
青山湖區	Qingshanhu
井岡山 (市)	Jinggangshan
盧叟斯怪爾站	Russell Square (London Underground)
優斯端站	Euston (London Underground)
工廠法令	Fabrikgesetz
佛羅部站	Fairlop (London Underground)
詹天佑	Jeme Tien Yow
巴部第斯杜·茄比科尼	Baptiste Giabiconi
丁姓	Ding (Familienname)
分類:德國	Kategorie:Deutschland
分類:意大利	Kategorie:Italien
分類:美國	Kategorie:Vereinigte Staaten
分類:俄羅斯	Kategorie:Russland
分類:加拿大	Kategorie:Kanada
分類:英國	Kategorie:Vereinigtes Königreich
分類:中國	Kategorie:China
分類:日本	Kategorie:Japan
分類:澳大利亞	Kategorie:Australien
分類:印度	Kategorie:Indien
分類:沙特阿拉伯	Kategorie:Saudi-Arabien
分類:以色列	Kategorie:Israel
分類:土耳其	Kategorie:Türkei
分類:埃及	Kategorie:Ägypten
辣布羅庫固羅戶站	Ladbroke Grove (London Underground)
20年代	20er
芬濟利笙卓站	Finchley Central (London Underground)
杜町百站	Tooting Bec (London Underground)
許遜	Xu Xun
然卡斯拖革站	Lancaster Gate (London Underground)
俄都革依斯杜站	Aldgate East (London Underground)
鄧波站	Temple (London Underground)
聖波茲站	St. Paul’s (London Underground)
固羅實斯特婁都站	Gloucester Road (London Underground)
托騰咸可杜婁都站	Tottenham Court Road (London Underground)
合邦站	Holborn (London Underground)
屑端播依站	Theydon Bois (London Underground)
吉齊熱陸軍	Kitcheners Armee
行斯婁笙卓站	Hounslow Central (London Underground)
1120年代	1120er
680年代	680er
摩白站	Moor Park (London Underground)
分類:荷蘭	Kategorie:Niederlande
分類:波蘭	Kategorie:Polen
分類:泰國	Kategorie:Thailand
分類:越南	Kategorie:Vietnam
分類:植物	Kategorie:Pflanzen
分類:物理學	Kategorie:Physik
分類:生物學	Kategorie:Biologie
分類:化學	Kategorie:Chemie
分類:歷史	Kategorie:Geschichte
分類:地理	Kategorie:Geographie
分類:社會	Kategorie:Gesellschaft
長谷寺	Hase-dera (Sakurai)
拔森固玲站	Parsons Green (London Underground)
分類:宗教	Kategorie:Religion
分類:科學	Kategorie:Wissenschaft
分類:地球	Kategorie:Erde
福咸布羅威站	Fulham Broadway (London Underground)
品利可站	Pimlico (London Underground)
桃兒侯站	Tower Hill (London Underground)
孟遜孝斯站	Mansion House (London Underground)
美利阿能斯	Miliarense
維曼默宮	Wimanmek-Palast
理茲酒店 (倫敦)	Hotel Ritz (London)
艾勒芳卡斯托站	Bahnhof Elephant & Castle
禾維庫阿夫紐站	Warwick Avenue (London Underground)
俄波段站	Alperton (London Underground)
鴨敏斯拖布利祭站	Upminster Bridge (London Underground)
艮自侯站	Gants Hill (London Underground)
斯郎斯怪爾站	Sloane Square (London Underground)
聖將茲屋站	St. John’s Wood (London Underground)
斯鐸沃站	Stockwell (London Underground)
瑪諾孝斯站	Manor House (London Underground)
藍北斯羅斯站	Lambeth North (London Underground)
群茲巴雷站	Queensbury (London Underground)
聖詹實斯白站	St. James’s Park (London Underground)
諧諾站	Hainault (London Underground)
咸部斯得站	Hampstead (London Underground)
照應	Kataphorik
般若寺	Hannya-ji
希斯羅拖美拿4站	Heathrow Terminal 4 (London Underground)
何羅威婁都站	Holloway Road (London Underground)
杭絕栖站	Hornchurch (London Underground)
俄南多	Orlando (Roman)
行斯婁依斯杜站	Hounslow East (London Underground)
鴨段白站	Upton Park (London Underground)
部雷浮站	Perivale (London Underground)
韻腳	Versfuß
白羅夭站	Park Royal (London Underground)
苗侯依斯杜站	Mill Hill East (London Underground)
分類:2012年過世	Kategorie:Gestorben 2012
雷斯立嘉登茲站	Ruislip Gardens (London Underground)
黎段站	Leyton (London Underground)
肯寧段站	Kennington (London Underground)
及本站	Kilburn (London Underground)
金峯山寺	Kimpusen-ji
京茲巴雷站	Kingsbury (London Underground)
分類:1072年過世	Kategorie:Gestorben 1072
團敗庫然站	Turnpike Lane (London Underground)
斯丹摩站	Stanmore (London Underground)
羅夭厄站	Royal Oak (London Underground)
奈杜布利祭站	Knightsbridge (London Underground)
屋斯布利祭站	Uxbridge (London Underground)
羅斯固玲威濟站	North Greenwich (London Underground)
鴨尼站	Upney (London Underground)
舍布利塘站	Sudbury Town (London Underground)
杜戶婁白站	Tufnell Park (London Underground)
王	Kral
戴結濕斯	Diegese
羅町侯革站	Notting Hill Gate (London Underground)
雩都	Yudu
黎段斯端站	Leytonstone (London Underground)
布然杜可羅斯站	Brent Cross (London Underground)
尼斯登站	Neasden (London Underground)
韋斯杜咸部斯得站	West Hampstead (London Underground)
禾茲登固玲站	Willesden Green (London Underground)
厄屋站	Oakwood (London Underground)
協浮茲布西瑪乞站	Shepherd’s Bush Market (London Underground)
韋斯杜邦白站	Westbourne Park (London Underground)
黑池電車	Straßenbahn Blackpool
買打薇爾站	Maida Vale (London Underground)
摩寧段庫利笙站	Mornington Crescent (London Underground)
斯答尼固玲站	Stepney Green (London Underground)
反切	Fanqie
并諾站	Pinner (London Underground)
摩登站	Morden (London Underground)
粘粘蟲	Nacktschnecke
熱布里祭站	Redbridge (London Underground)
韋斯杜夏婁站	West Harrow (London Underground)
羅斯維庫白站	Northwick Park (London Underground)
騒斯永保端站	South Wimbledon (London Underground)
部熱斯段婁都站	Preston Road (London Underground)
屋塞白站	Woodside Park (London Underground)
永保端白站	Wimbledon Park (London Underground)
騒斯浮茲站	Southfields (London Underground)
孛尼布利祭站	Putney Bridge (London Underground)
分類:奧運會	Kategorie:Olympische Spiele
分類:哲學	Kategorie:Philosophie
分類:佛教	Kategorie:Buddhismus
分類:伊斯蘭教	Kategorie:Islam
分類:猶太教	Kategorie:Judentum
羅斯屋侯茲站	Northwood Hills (London Underground)
托利祭韋茨端站	Totteridge & Whetstone (London Underground)
雷諾茲然站	Rayners Lane (London Underground)
懷杜實第站	White City (London Underground)
斯奈茲布魯庫站	Snaresbrook (London Underground)
騒斯烏霍站	South Woodford (London Underground)
舍布利侯站	Sudbury Hill (London Underground)
腐竹	Yuba
羅斯福推論	Roosevelt-Corollary
羅町佛里站	Roding Valley (London Underground)
哥多茲固玲站	Golders Green (London Underground)
工藝	Handwerk
屋然站	Wood Lane (Hammersmith & City Line)
山背文化	Shanbei-Kultur
騒斯依凌站	South Ealing (London Underground)
佤邦	Wa-Staat
利色斯拖斯怪爾站	Leicester Square (London Underground)
曾姓	Zeng
中尊寺	Chūson-ji
分類:文化	Kategorie:Kultur
分類:洲	Kategorie:Kontinent
世界語言權利宣言	Allgemeine Erklärung der Sprachenrechte
10年代	10er
一乘寺	Ichijō-ji
Wikipedia:許年今日	Wikipedia:Hauptseite/Jahrestage
鶴林寺	Kakurin-ji (Kakogawa)
汗	Schweiß
东南大学	Universität Südostchinas
謝姓	Xie
Wikipedia:放膽修改	Wikipedia:Sei mutig
分類:德國人	Kategorie:Deutscher
分類:美國人	Kategorie:US-Amerikaner
分類:奧地利人	Kategorie:Österreicher
分類:荷蘭人	Kategorie:Niederländer
分類:英國人	Kategorie:Brite
分類:法國人	Kategorie:Franzose
分類:意大利人	Kategorie:Italiener
模板:Userbox	Vorlage:Userbox
分類:法律	Kategorie:Recht
分類:經濟	Kategorie:Wirtschaftswissenschaft
分類:人物	Kategorie:Person
Wikipedia:申請做管理員	Wikipedia:Kandidaturen
分類:政治	Kategorie:Politik
分類:教育	Kategorie:Bildung
分類:光學	Kategorie:Optik
分類:藝術	Kategorie:Kunst
會計學	Rechnungswesen
埃及	Ägypten
分類:2013年	Kategorie:2013
模板:Bot	Vorlage:Bot
加拿大	Kanada
分類:捷克	Kategorie:Tschechien
分類:丹麥	Kategorie:Dänemark
分類:希臘	Kategorie:Griechenland
分類:瑞典	Kategorie:Schweden
維度	Dimension (Mathematik)
分類:歐洲國家	Kategorie:Staat in Europa
分類:歐洲	Kategorie:Europa
分類:主要分類	Kategorie:Sachsystematik
模板:Documentation	Vorlage:Dokumentation
博士	Doktor
Wikipedia:贛語本字	Wikipedia:Vermeide hohle Phrasen
模板:Softredirect	Vorlage:Interwiki redirect
模板:Delete	Vorlage:Löschen
分類:技術	Kategorie:Technologie
分類:語言	Kategorie:Einzelsprache als Thema
分類:維基百科	Kategorie:Wikipedia
Wikipedia:免責聲明	Wikipedia:Impressum
分類:檔案連結損壞的頁面	Kategorie:Wikipedia:Defekter Dateilink
Portal:歐洲	Portal:Europa
模板:Navbox	Vorlage:Erweiterte Navigationsleiste
模板:Shortcut	Vorlage:Shortcut
朱立倫	Eric Chu
模板:Unicode	Vorlage:Unicode
信仰	Glaube
模板:Clear	Vorlage:Absatz
模板:Nowrap	Vorlage:Nowrap
模板:Bots	Vorlage:Bots
分類:非洲	Kategorie:Afrika
分類:書	Kategorie:Buchwesen
分類:月份	Kategorie:Monat
模板:Wikisource	Vorlage:Wikisource
模板:Babel	Vorlage:Babel
模板:Commons	Vorlage:Commons
模板:User de	Vorlage:User de
模板:User en-3	Vorlage:User en-3
模板:User en-1	Vorlage:User en-1
模板:User en-2	Vorlage:User en-2
模板:User en-4	Vorlage:User en-4
模板:User ja-1	Vorlage:User ja-1
模板:Unsigned	Vorlage:Unsigniert
分類:1957年	Kategorie:1957
分類:1949年	Kategorie:1949
分類:1927年	Kategorie:1927
分類:1919年	Kategorie:1919
模板:Location map/Info	Vorlage:Positionskarte/Info
分類:昆蟲	Kategorie:Insekten
分類:亞洲	Kategorie:Asien
分類:智利	Kategorie:Chile
分類:21世紀	Kategorie:21. Jahrhundert
分類:南美洲	Kategorie:Südamerika
分類:1930年	Kategorie:1930
分類:1936年	Kategorie:1936
分類:1947年	Kategorie:1947
分類:1937年	Kategorie:1937
分類:1940年	Kategorie:1940
分類:1934年	Kategorie:1934
分類:1960年	Kategorie:1960
分類:1943年	Kategorie:1943
分類:1951年	Kategorie:1951
分類:1942年	Kategorie:1942
分類:1959年	Kategorie:1959
分類:1938年	Kategorie:1938
分類:1928年	Kategorie:1928
分類:1913年	Kategorie:1913
分類:1918年	Kategorie:1918
分類:1954年	Kategorie:1954
分類:1941年	Kategorie:1941
分類:1955年	Kategorie:1955
分類:1950年	Kategorie:1950
分類:1921年	Kategorie:1921
分類:1977年	Kategorie:1977
分類:1946年	Kategorie:1946
分類:1948年	Kategorie:1948
分類:1932年	Kategorie:1932
分類:1945年	Kategorie:1945
模板:Mod	Vorlage:Modulo
分類:1923年	Kategorie:1923
分類:1935年	Kategorie:1935
分類:1910年	Kategorie:1910
分類:1917年	Kategorie:1917
分類:1904年	Kategorie:1904
分類:1926年	Kategorie:1926
分類:1907年	Kategorie:1907
分類:1914年	Kategorie:1914
分類:1929年	Kategorie:1929
分類:1920年	Kategorie:1920
分類:1925年	Kategorie:1925
分類:1905年	Kategorie:1905
分類:1915年	Kategorie:1915
分類:1908年	Kategorie:1908
模板:歡迎	Vorlage:Willkommen
分類:1901年	Kategorie:1901
分類:1903年	Kategorie:1903
