अफ़्रीका	Afrika
रॉबर्ट हावर्ड ग्रुब्स	Robert Grubbs
क्रिमिनल माइण्ड्स (अंग्रेजी टी वी शृंखला)	Criminal Minds
उच्च स्तरी बादल	Altostratus
यवेस चौवीं	Yves Chauvin
एंड्रयू फायर	Andrew Z. Fire
रिचर्ड आर सरोक	Richard R. Schrock
मकोतो कोबायाशी (भौतिकी)	Makoto Kobayashi (Physiker)
अंजनहारी	Hordeolum
गाँधी (फ़िल्म)	Gandhi (Film)
दारा द्वितीय	Dareios II.
अस्फाल्ट	Asphalt
सामाजिक डार्विनवाद	Sozialdarwinismus
डायलिसिस	Dialyse
जेसन सेगल	Jason Segel
लीना मदीना	Lina Medina
बेक़आ वादी	Bekaa-Ebene
मार्ग्रेट स्मिथ कोर्ट	Margaret Smith Court
द रेस्क्यूअर्स डाउन अंडर	Bernard und Bianca im Känguruland
मैगी जिलएनहॉल	Maggie Gyllenhaal
कोलम्बस-पूर्व युग	Präkolumbisch
औद्योगीकरण	Industrialisierung
स्पिरिडिन लुई	Spyridon Louis
अब्दुल रज़ीक हाजी हुसैन	Abdirizak Haji Hussein
प्रदत्त नाम	Vorname
लिथुआनियाई विकिपीडिया	Litauische Wikipedia
२०१२ औरोरा गोलीबारी	Amoklauf von Aurora
अकल दाढ़	Weisheitszahn
डिवएक्स	DivX
अर्कादी गैदार	Arkadi Petrowitsch Gaidar
सोन्घाई साम्राज्य	Songhaireich
अधोमधुरक्तता	Hypoglykämie
केट विंसलेट	Kate Winslet
वाई गुण सूत्र	Y-Chromosom
सोमाली प्रदेश	Somali (Region)
संचय (गणित)	Kombination (Kombinatorik)
सामाजिक मीडिया	Social Media
पूर्णहृदरोध	Kreislaufstillstand
रैखिक प्रोग्रामन	Lineare Optimierung
संधिवार्ता	Verhandlung
ब्रायन लारा	Brian Lara
कीनियन शिलिंग	Kenia-Schilling
डालासी	Dalasi
ब्रह्मगुप्त	Brahmagupta
श्मिट का ट्रिगर	Schmitt-Trigger
लॉस एंजिल्स किंग्स	Los Angeles Kings
अम्हारा प्रदेश	Amhara
ओटावा सीनेटर्स	Ottawa Senators
विक्टोरिया लाइन	Victoria Line
सेमनान	Semnan (Stadt)
श्रीलंका क्रिकेट टीम	Sri-lankische Cricket-Nationalmannschaft
उत्तरी सागर मार्ग	Nordostpassage
अफ्रीकी ट्रिपेनोसोमयासिस	Afrikanische Trypanosomiasis
तिरंगा	Trikolore
किकूयू	Kikuyu (Ethnie)
प्रथम महिला	First Lady
दक्षिणी राष्ट्र, राष्ट्रीयताएँ और जन क्षेत्र	Region der südlichen Nationen, Nationalitäten und Völker
कैंडी	Kandy
गोलीय निर्देशांक पद्धति	Kugelkoordinaten
प्लासी का पहला युद्ध	Schlacht bei Plassey
सायन पर्वत शृंखला	Sajangebirge
लियोनार्ड सस्किंड	Leonard Susskind
गुरु ग्रन्थ साहिब	Adi Granth
डूम 3	Doom 3
झपकी	Siesta
नेपियर	Napier (Neuseeland)
अमृत बाजार पत्रिका	Amrita Bazar Patrika
टोरंटो मेपल लीफ़्स	Toronto Maple Leafs
ब्लैक टी	Schwarzer Tee
पोर्ट ब्लेयर	Port Blair
ऊष्माशोषी	Endotherme Reaktion
अफ़्रीकी प्लेट	Afrikanische Platte
वैज्ञानिक प्रबन्धन	Taylorismus
घन फलन	Kubische Gleichung
एनस्टेसिया मिस्कीना	Anastassija Andrejewna Myskina
वातिलवक्ष	Pneumothorax
कादेश का युद्ध	Schlacht bei Qadeš
मेरिनर ९	Mariner 9
मेरिनर ४	Mariner 4
ऑकवर्ड	Awkward – Mein sogenanntes Leben
फ्रेडरिक विंस्लो टेलर	Frederick Winslow Taylor
मानी	Mani (Religionsstifter)
हैतियन गौरदे	Gourde
अपमलन	Stuhlgang
वेलुपिल्लई प्रभाकरण	Velupillai Prabhakaran
एम.आई.ए.	M.I.A.
कॉन-टिकी	Kon-Tiki
कोरियाई साहित्य	Koreanische Literatur
पैट्रिक रैफ्टर	Patrick Rafter
चक्रज	Zykloide
शक्ति आपूर्ति	Netzteil
शेर की खाल वाला वीर	Der Recke im Tigerfell
न्यूयॉर्क रेड बुल्स	New York Red Bulls
तोयामा	Toyama
गोरान इवानिसेविक	Goran Ivanišević
ऑल निप्पन एयरवेज़	All Nippon Airways
एयर न्यूज़ीलैंड	Air New Zealand
ज्वालामुखीय झील	Kratersee
सुखोई एसयू-३०	Suchoi Su-30
डायोमीड द्वीप	Diomedes-Inseln
सूर्य देवता	Surya
साइक्लोट्रॉन	Zyklotron
अंतर्राष्ट्रीय खगोलिकी वर्ष	Internationales Jahr der Astronomie 2009
राष्ट्रीय मुक्ति मोर्चा	Nationale Befreiungsfront (Algerien)
फ्लोरिडा पैंथर्स	Florida Panthers
वाशिंगटन कैपिटल्स	Washington Capitals
नागोर्नो-काराबाख का ध्वज	Flagge der Republik Bergkarabach
जिंक ब्रोमाइड	Zinkbromid
फ़ूड एण्ड ड्रग एडमिनिस्ट्रेशन	Food and Drug Administration
रिचमंड, लंदन	Richmond
जीएसएम विकास हेतु वर्धित डाटा दर	Enhanced Data Rates for GSM Evolution
डैलस काउबॉयस	Dallas Cowboys
माल्मो एफएफ	Malmö FF
संघवाद	Föderalismus
पाकिस्तान इन्टरनेशनल एयरलाइंस	Pakistan International Airlines
सीमांत समुद्र	Randmeer
मिस्र के मुहाफ़ज़ात	Gouvernements in Ägypten
रूसी सामाजिक जनवादी मज़दूर पार्टी	Sozialdemokratische Arbeiterpartei Russlands
५९७ ईसा पूर्व	597 v. Chr.
चाँदा	Winkelmesser
आयरन मैन २	Iron Man 2
शिकागो बीअर्स	Chicago Bears
केलाग-ब्रियाँ समझौता	Briand-Kellogg-Pakt
विटामिन बी६	Vitamin B6
लेशान के विशाल बुद्ध	Großer Buddha von Leshan
सांतीआगो दे कोमपोसतेला बड़ा गिरजाघर	Kathedrale von Santiago de Compostela
अपरिमित समुच्चय	Unendliche Menge
आस्ट्रेलिया की मूल भाषाएँ	Australische Sprachen
सीसी मक्खी	Tsetsefliegen
काग़ज़ का आकार	Papierformat
सेंट्रल लाइन	Central Line
बार्किंग ऐंड डेगनहम बरो	London Borough of Barking and Dagenham
आविष्कारक	Erfinder
समतापसीमा	Stratopause
समाज कार्य	Soziale Arbeit
सेलेन	Kaguya (Raumsonde)
प्रशांत प्लेट	Pazifische Platte
गोएकतुर्क	Kök-Türken
पेट्रोल पंप	Tankstelle
निर्धनता सीमा	Armutsgrenze
सामाजिक प्रथा	Soziale Norm
मार्स एक्सप्रेस	Mars Express
हैकनी बरो	London Borough of Hackney
स्कूबी डू	Scooby-Doo
हिलिंगडन बरो	London Borough of Hillingdon
हावड़ा	Haora
सिरोही जिला	Sirohi (Distrikt)
उम्मा	Umma
संरक्षण नियम	Erhaltungssatz
इस्लिंगटन बरो	London Borough of Islington
खर्राटे	Schnarchen
लिजिआंग, युन्नान	Lijiang
प्रिंसिपिया	Philosophiae Naturalis Principia Mathematica
ऊष्माक्षेपी अभिक्रिया	Exotherme Reaktion
एडमॉन्टन ऑइलर्स	Edmonton Oilers
सोग़दाई भाषा	Sogdische Sprache
देवी	Göttin
आइएसओ ९०००	Qualitätsmanagementnorm
गूगल पुस्तकें	Google Books
पहाड़ा	Einmaleins
टैबलेट	Tablette
कैन्यनिंग	Canyoning
२६वीं शताब्दी ईसा पूर्व	26. Jahrhundert v. Chr.
प्रतिबल	Spannung (Mechanik)
सुगंध चिकित्सा	Aromatherapie
चतुरंग	Chaturanga
क़लाह	Zitadelle von Erbil
बिर्र	Äthiopischer Birr
कोपनहेगन विमानक्षेत्र	Flughafen Kopenhagen-Kastrup
अनमोल वचन	Zitat
कोलोराडो एवालांच	Colorado Avalanche
मार्स ग्लोबल सर्वेयर	Mars Global Surveyor
कर्ल (गणित)	Rotation (Mathematik)
एरिजोना कोयोट्स	Arizona Coyotes
मिनेसोटा वाइल्ड	Minnesota Wild
सैन जोस शार्क्स	San Jose Sharks
जॉन एल हॉल	John Lewis Hall
क्रेग मेलो	Craig Mello
थॉमस सेलिंग	Thomas Schelling
मापन का इतिहास	Geschichte von Maßen und Gewichten
ह्यूगो	Hugo Cabret
जेट विमान	Strahlflugzeug
निर्माण सामग्री	Baustoff
कर्षण (भौतिकी)	Strömungswiderstand
नेल्सन, न्यूजीलैंड	Nelson (Neuseeland)
ग्रहीय मण्डल	Planetensystem
कचूर	Zitwerwurzel
घाना साम्राज्य	Reich von Ghana
विद्युत ऊर्जा	Elektrische Energie
नागरिक उड्डयन	Zivile Luftfahrt
