Afríka	Afrika
Flokkur:Fólk fætt árið 1808	Kategorie:Geboren 1808
Flokkur:Fólk fætt árið 1809	Kategorie:Geboren 1809
Flokkur:Fólk fætt árið 1810	Kategorie:Geboren 1810
Flokkur:Fólk fætt árið 1813	Kategorie:Geboren 1813
Flokkur:Fólk fætt árið 1814	Kategorie:Geboren 1814
Flokkur:Fólk fætt árið 1815	Kategorie:Geboren 1815
Flokkur:Fólk fætt árið 1816	Kategorie:Geboren 1816
Flokkur:Fólk fætt árið 1818	Kategorie:Geboren 1818
Flokkur:Fólk fætt árið 1819	Kategorie:Geboren 1819
Flokkur:634	Kategorie:634
Flokkur:Fólk fætt árið 1820	Kategorie:Geboren 1820
Flokkur:Fólk fætt árið 1821	Kategorie:Geboren 1821
Flokkur:Fólk fætt árið 1822	Kategorie:Geboren 1822
Flokkur:Fólk fætt árið 1824	Kategorie:Geboren 1824
Flokkur:Fólk fætt árið 1825	Kategorie:Geboren 1825
Flokkur:Fólk fætt árið 1826	Kategorie:Geboren 1826
Flokkur:635	Kategorie:635
Flokkur:Fólk fætt árið 1827	Kategorie:Geboren 1827
Flokkur:Fólk fætt árið 1828	Kategorie:Geboren 1828
Flokkur:Kvikmyndir frumsýndar 1987	Kategorie:Filmtitel 1987
Flokkur:Fólk fætt árið 1830	Kategorie:Geboren 1830
Flokkur:Fólk fætt árið 1831	Kategorie:Geboren 1831
Flokkur:Fólk fætt árið 1832	Kategorie:Geboren 1832
Flokkur:Fólk fætt árið 1833	Kategorie:Geboren 1833
Flokkur:Fólk fætt árið 1835	Kategorie:Geboren 1835
Flokkur:Fólk fætt árið 1836	Kategorie:Geboren 1836
Flokkur:Fólk fætt árið 1839	Kategorie:Geboren 1839
Flokkur:Fólk fætt árið 1840	Kategorie:Geboren 1840
Flokkur:Fólk fætt árið 1841	Kategorie:Geboren 1841
Flokkur:Fólk fætt árið 1842	Kategorie:Geboren 1842
Flokkur:Fólk fætt árið 1843	Kategorie:Geboren 1843
Flokkur:Fólk fætt árið 1844	Kategorie:Geboren 1844
Flokkur:Fólk fætt árið 1845	Kategorie:Geboren 1845
Flokkur:Fólk fætt árið 1846	Kategorie:Geboren 1846
Flokkur:Fólk fætt árið 1847	Kategorie:Geboren 1847
Flokkur:Fólk fætt árið 1848	Kategorie:Geboren 1848
Flokkur:Fólk fætt árið 1849	Kategorie:Geboren 1849
Flokkur:638	Kategorie:638
Flokkur:Fólk fætt árið 1850	Kategorie:Geboren 1850
Flokkur:Fólk fætt árið 1851	Kategorie:Geboren 1851
Flokkur:Fólk fætt árið 1852	Kategorie:Geboren 1852
Flokkur:Fólk fætt árið 1853	Kategorie:Geboren 1853
Flokkur:Fólk fætt árið 1854	Kategorie:Geboren 1854
Flokkur:Fólk fætt árið 1855	Kategorie:Geboren 1855
Flokkur:Fólk fætt árið 1857	Kategorie:Geboren 1857
Flokkur:Fólk fætt árið 1858	Kategorie:Geboren 1858
Flokkur:Fólk fætt árið 1859	Kategorie:Geboren 1859
Flokkur:Fólk fætt árið 1860	Kategorie:Geboren 1860
Flokkur:Fólk fætt árið 1861	Kategorie:Geboren 1861
Flokkur:Fólk fætt árið 1864	Kategorie:Geboren 1864
Flokkur:Fólk fætt árið 1865	Kategorie:Geboren 1865
Flokkur:640	Kategorie:640
Flokkur:Fólk fætt árið 1866	Kategorie:Geboren 1866
Flokkur:Fólk fætt árið 1869	Kategorie:Geboren 1869
Flokkur:Fólk fætt árið 1870	Kategorie:Geboren 1870
Flokkur:Fólk fætt árið 1872	Kategorie:Geboren 1872
Flokkur:Fólk fætt árið 1873	Kategorie:Geboren 1873
Flokkur:Fólk fætt árið 1874	Kategorie:Geboren 1874
Flokkur:Fólk fætt árið 1876	Kategorie:Geboren 1876
Flokkur:Fólk fætt árið 1877	Kategorie:Geboren 1877
Flokkur:Fólk fætt árið 1878	Kategorie:Geboren 1878
Flokkur:Fólk fætt árið 1880	Kategorie:Geboren 1880
Flokkur:Fólk fætt árið 1882	Kategorie:Geboren 1882
Flokkur:Fólk fætt árið 1883	Kategorie:Geboren 1883
Flokkur:Fólk fætt árið 1884	Kategorie:Geboren 1884
Flokkur:Fólk fætt árið 1885	Kategorie:Geboren 1885
Flokkur:Fólk fætt árið 1886	Kategorie:Geboren 1886
Flokkur:Fólk fætt árið 1887	Kategorie:Geboren 1887
Flokkur:Fólk fætt árið 1889	Kategorie:Geboren 1889
Flokkur:Fólk fætt árið 1890	Kategorie:Geboren 1890
Flokkur:Fólk fætt árið 1891	Kategorie:Geboren 1891
Flokkur:Fólk fætt árið 1892	Kategorie:Geboren 1892
Flokkur:646	Kategorie:646
Flokkur:Fólk fætt árið 1893	Kategorie:Geboren 1893
Flokkur:Fólk fætt árið 1894	Kategorie:Geboren 1894
Flokkur:Fólk fætt árið 1895	Kategorie:Geboren 1895
Flokkur:Fólk fætt árið 1896	Kategorie:Geboren 1896
Flokkur:Fólk fætt árið 1897	Kategorie:Geboren 1897
Flokkur:Fólk fætt árið 1900	Kategorie:Geboren 1900
Flokkur:Fólk fætt árið 1901	Kategorie:Geboren 1901
Flokkur:Fólk fætt árið 1902	Kategorie:Geboren 1902
Flokkur:Fólk fætt árið 1904	Kategorie:Geboren 1904
Flokkur:648	Kategorie:648
Flokkur:Fólk fætt árið 1905	Kategorie:Geboren 1905
Flokkur:Fólk fætt árið 1907	Kategorie:Geboren 1907
Flokkur:Fólk fætt árið 1908	Kategorie:Geboren 1908
Flokkur:Fólk fætt árið 1909	Kategorie:Geboren 1909
Flokkur:Fólk fætt árið 1912	Kategorie:Geboren 1912
Flokkur:Fólk fætt árið 1913	Kategorie:Geboren 1913
Flokkur:Fólk fætt árið 1914	Kategorie:Geboren 1914
Flokkur:Fólk fætt árið 1917	Kategorie:Geboren 1917
Flokkur:Fólk fætt árið 1918	Kategorie:Geboren 1918
Flokkur:650	Kategorie:650
Flokkur:Fólk fætt árið 1919	Kategorie:Geboren 1919
Flokkur:Fólk fætt árið 1922	Kategorie:Geboren 1922
Flokkur:Fólk fætt árið 1923	Kategorie:Geboren 1923
Flokkur:Fólk fætt árið 1927	Kategorie:Geboren 1927
Flokkur:Fólk fætt árið 1928	Kategorie:Geboren 1928
Flokkur:652	Kategorie:652
Flokkur:Fólk fætt árið 1942	Kategorie:Geboren 1942
Flokkur:Fólk fætt árið 1943	Kategorie:Geboren 1943
Flokkur:Fólk fætt árið 1945	Kategorie:Geboren 1945
Flokkur:Fólk fætt árið 1947	Kategorie:Geboren 1947
Flokkur:Fólk fætt árið 1949	Kategorie:Geboren 1949
Flokkur:Fólk fætt árið 1952	Kategorie:Geboren 1952
Flokkur:Fólk fætt árið 1953	Kategorie:Geboren 1953
Flokkur:654	Kategorie:654
Flokkur:Fólk fætt árið 1957	Kategorie:Geboren 1957
Flokkur:Fólk fætt árið 1958	Kategorie:Geboren 1958
Flokkur:Fólk fætt árið 1959	Kategorie:Geboren 1959
Flokkur:Fólk fætt árið 1961	Kategorie:Geboren 1961
Flokkur:Fólk fætt árið 1962	Kategorie:Geboren 1962
Flokkur:Fólk fætt árið 1966	Kategorie:Geboren 1966
Flokkur:Fólk fætt árið 1967	Kategorie:Geboren 1967
Flokkur:Fólk fætt árið 1968	Kategorie:Geboren 1968
Flokkur:Fólk fætt árið 1969	Kategorie:Geboren 1969
Flokkur:Fólk fætt árið 1971	Kategorie:Geboren 1971
Flokkur:Fólk fætt árið 1972	Kategorie:Geboren 1972
Flokkur:Fólk fætt árið 1973	Kategorie:Geboren 1973
Flokkur:Fólk fætt árið 1975	Kategorie:Geboren 1975
Flokkur:Fólk fætt árið 1976	Kategorie:Geboren 1976
Flokkur:Fólk fætt árið 1978	Kategorie:Geboren 1978
Flokkur:Fólk fætt árið 1979	Kategorie:Geboren 1979
Flokkur:658	Kategorie:658
Flokkur:Fólk fætt árið 1980	Kategorie:Geboren 1980
Flokkur:Fólk fætt árið 1981	Kategorie:Geboren 1981
Flokkur:Fólk fætt árið 1982	Kategorie:Geboren 1982
Flokkur:Fólk fætt árið 1985	Kategorie:Geboren 1985
Flokkur:Fólk fætt árið 1986	Kategorie:Geboren 1986
Flokkur:Fólk fætt árið 1987	Kategorie:Geboren 1987
Flokkur:Fólk fætt árið 1988	Kategorie:Geboren 1988
Flokkur:Fólk fætt árið 1989	Kategorie:Geboren 1989
Flokkur:Fólk fætt árið 1991	Kategorie:Geboren 1991
Flokkur:Fólk fætt árið 1993	Kategorie:Geboren 1993
Flokkur:Fólk fætt árið 1994	Kategorie:Geboren 1994
Flokkur:Fólk fætt árið 1995	Kategorie:Geboren 1995
Flokkur:Fólk fætt árið 1996	Kategorie:Geboren 1996
Flokkur:Fólk fætt árið 1997	Kategorie:Geboren 1997
Flokkur:Fólk fætt árið 1999	Kategorie:Geboren 1999
Flokkur:Fólk fætt árið 2000	Kategorie:Geboren 2000
Flokkur:Fólk fætt árið 2004	Kategorie:Geboren 2004
Flokkur:Fólk dáið árið 661	Kategorie:Gestorben 661
Flokkur:Fólk fætt árið 2005	Kategorie:Geboren 2005
Flokkur:Fólk fætt árið 2006	Kategorie:Geboren 2006
Flokkur:Fólk fætt árið 2012	Kategorie:Geboren 2012
Flokkur:Fólk fætt á 1. öld f.Kr.	Kategorie:Geboren (1. Jahrhundert v. Chr.)
Flokkur:Fólk fætt árið 3 f.Kr.	Kategorie:Geboren 3 v. Chr.
Flokkur:663	Kategorie:663
Flokkur:Fólk fætt árið 20 f.Kr.	Kategorie:Geboren 20 v. Chr.
Flokkur:Fólk fætt árið 43 f.Kr.	Kategorie:Geboren 43 v. Chr.
Flokkur:665	Kategorie:665
Flokkur:Fólk fætt árið 65 f.Kr.	Kategorie:Geboren 65 v. Chr.
Flokkur:Fólk fætt árið 70 f.Kr.	Kategorie:Geboren 70 v. Chr.
Flokkur:Fólk fætt árið 77 f.Kr.	Kategorie:Geboren 77 v. Chr.
Flokkur:Fólk fætt árið 85 f.Kr.	Kategorie:Geboren 85 v. Chr.
Flokkur:Fólk fætt árið 86 f.Kr.	Kategorie:Geboren 86 v. Chr.
Flokkur:Fólk fætt árið 95 f.Kr.	Kategorie:Geboren 95 v. Chr.
Flokkur:Fólk fætt árið 98 f.Kr.	Kategorie:Geboren 98 v. Chr.
Flokkur:667	Kategorie:667
Flokkur:669	Kategorie:669
Flokkur:671	Kategorie:671
Flokkur:677	Kategorie:677
Flokkur:680	Kategorie:680
Flokkur:687	Kategorie:687
Flokkur:689	Kategorie:689
Flokkur:694	Kategorie:694
Flokkur:696	Kategorie:696
Flokkur:1729	Kategorie:1729
Flokkur:1689	Kategorie:1689
Flokkur:698	Kategorie:698
Flokkur:1715	Kategorie:1715
Flokkur:700	Kategorie:700
Flokkur:1797	Kategorie:1797
Flokkur:1787	Kategorie:1787
Flokkur:1780	Kategorie:1780
Flokkur:702	Kategorie:702
Flokkur:1062	Kategorie:1062
Flokkur:704	Kategorie:704
Flokkur:1539	Kategorie:1539
Flokkur:705	Kategorie:705
Flokkur:1415	Kategorie:1415
Flokkur:1647	Kategorie:1647
Flokkur:1584	Kategorie:1584
Flokkur:1321	Kategorie:1321
Flokkur:710	Kategorie:710
Flokkur:Borgir í Kaliforníu	Kategorie:Ort in Kalifornien
Flokkur:1590	Kategorie:1590
Flokkur:712	Kategorie:712
Flokkur:1671	Kategorie:1671
Flokkur:1644	Kategorie:1644
Flokkur:1272	Kategorie:1272
Flokkur:1432	Kategorie:1432
Flokkur:1274	Kategorie:1274
Flokkur:714	Kategorie:714
Flokkur:1676	Kategorie:1676
Flokkur:1059	Kategorie:1059
Flokkur:716	Kategorie:716
Flokkur:1349	Kategorie:1349
Flokkur:1352	Kategorie:1352
Flokkur:718	Kategorie:718
Flokkur:720	Kategorie:720
Flokkur:722	Kategorie:722
Flokkur:724	Kategorie:724
Flokkur:725	Kategorie:725
Flokkur:729	Kategorie:729
Flokkur:731	Kategorie:731
Flokkur:732	Kategorie:732
Flokkur:734	Kategorie:734
Flokkur:736	Kategorie:736
Flokkur:740	Kategorie:740
Flokkur:742	Kategorie:742
Flokkur:745	Kategorie:745
Flokkur:747	Kategorie:747
Flokkur:750	Kategorie:750
Flokkur:751	Kategorie:751
Flokkur:753	Kategorie:753
Flokkur:755	Kategorie:755
Flokkur:Lantaníðar	Kategorie:Lanthanoid
Flokkur:757	Kategorie:757
Flokkur:759	Kategorie:759
Flokkur:761	Kategorie:761
Flokkur:Fólk dáið árið 762	Kategorie:Gestorben 762
Flokkur:764	Kategorie:764
Flokkur:766	Kategorie:766
Flokkur:770	Kategorie:770
Flokkur:771	Kategorie:771
Flokkur:773	Kategorie:773
Flokkur:775	Kategorie:775
Flokkur:777	Kategorie:777
Flokkur:778	Kategorie:778
Flokkur:780	Kategorie:780
Flokkur:782	Kategorie:782
Flokkur:784	Kategorie:784
Flokkur:785	Kategorie:785
Flokkur:786	Kategorie:786
Flokkur:788	Kategorie:788
Flokkur:792	Kategorie:792
Flokkur:795	Kategorie:795
Flokkur:800	Kategorie:800
Flokkur:804	Kategorie:804
Flokkur:808	Kategorie:808
Flokkur:810	Kategorie:810
Flokkur:Fólk dáið árið 810	Kategorie:Gestorben 810
Flokkur:812	Kategorie:812
Flokkur:814	Kategorie:814
Flokkur:Fólk dáið árið 814	Kategorie:Gestorben 814
Flokkur:818	Kategorie:818
Flokkur:822	Kategorie:822
Flokkur:824	Kategorie:824
Flokkur:827	Kategorie:827
Flokkur:829	Kategorie:829
Flokkur:832	Kategorie:832
Flokkur:835	Kategorie:835
Flokkur:837	Kategorie:837
Snið:Tvöföld mynd	Vorlage:Doppeltes Bild
Snið:ALB	Vorlage:ALB
Flokkur:839	Kategorie:839
Flokkur:841	Kategorie:841
Flokkur:843	Kategorie:843
Snið:AND	Vorlage:AND
Snið:ARG	Vorlage:ARG
Flokkur:845	Kategorie:845
Snið:ARM	Vorlage:ARM
Flokkur:847	Kategorie:847
Flokkur:849	Kategorie:849
Flokkur:852	Kategorie:852
Flokkur:855	Kategorie:855
Snið:Period color	Vorlage:Erdzeitalter:Farbe
Flokkur:858	Kategorie:858
Flokkur:860	Kategorie:860
Flokkur:866	Kategorie:866
Flokkur:871	Kategorie:871
Flokkur:873	Kategorie:873
Flokkur:Fólk dáið árið 873	Kategorie:Gestorben 873
Flokkur:875	Kategorie:875
Flokkur:877	Kategorie:877
Flokkur:882	Kategorie:882
Flokkur:1311-1320	Kategorie:1310er
Flokkur:884	Kategorie:884
Flokkur:931-940	Kategorie:930er
Flokkur:886	Kategorie:886
Flokkur:591-600	Kategorie:590er
Flokkur:888	Kategorie:888
Flokkur:711-720	Kategorie:710er
Flokkur:291-300	Kategorie:290er
Flokkur:471-480	Kategorie:470er
Flokkur:331-340	Kategorie:330er
Flokkur:1031-1040	Kategorie:1030er
Flokkur:891	Kategorie:891
Flokkur:1291-1300	Kategorie:1290er
Flokkur:1021-1030	Kategorie:1020er
Flokkur:892	Kategorie:892
Flokkur:1071-1080	Kategorie:1070er
Flokkur:1521-1530	Kategorie:1520er
Flokkur:1541-1550	Kategorie:1540er
Flokkur:461-470	Kategorie:460er
Flokkur:894	Kategorie:894
Flokkur:381-390	Kategorie:380er
Flokkur:1091-1100	Kategorie:1090er
Flokkur:771-780	Kategorie:770er
Flokkur:896	Kategorie:896
Flokkur:1561-1570	Kategorie:1560er
Flokkur:441-450	Kategorie:440er
Flokkur:531-540	Kategorie:530er
Flokkur:861-870	Kategorie:860er
Flokkur:731-740	Kategorie:730er
Flokkur:901	Kategorie:901
Flokkur:1821-1830	Kategorie:1820er
Flokkur:902	Kategorie:902
Flokkur:1671-1680	Kategorie:1670er
Flokkur:1771-1780	Kategorie:1770er
Flokkur:1761-1770	Kategorie:1760er
Flokkur:1711-1720	Kategorie:1710er
Flokkur:1651-1660	Kategorie:1650er
Flokkur:1611-1620	Kategorie:1610er
Flokkur:1631-1640	Kategorie:1630er
Flokkur:871-880	Kategorie:870er
Flokkur:907	Kategorie:907
Flokkur:1811-1820	Kategorie:1810er
Flokkur:681-690	Kategorie:680er
Flokkur:751-760	Kategorie:750er
Flokkur:621-630	Kategorie:620er
Flokkur:1531-1540	Kategorie:1530er
Flokkur:910	Kategorie:910
Flokkur:1411-1420	Kategorie:1410er
Flokkur:911	Kategorie:911
Flokkur:1341-1350	Kategorie:1340er
Flokkur:912	Kategorie:912
Flokkur:1491-1500	Kategorie:1490er
Flokkur:1151-1160	Kategorie:1150er
Flokkur:1481-1490	Kategorie:1480er
Flokkur:1191-1200	Kategorie:1190er
Flokkur:271-280	Kategorie:270er
Flokkur:1641-1650	Kategorie:1640er
Flokkur:3. öldin	Kategorie:3. Jahrhundert
Flokkur:1851-1860	Kategorie:1850er
Flokkur:921	Kategorie:921
Flokkur:641-650	Kategorie:640er
Flokkur:631-640	Kategorie:630er
Flokkur:922	Kategorie:922
Flokkur:801-810	Kategorie:800er
Flokkur:11. öldin	Kategorie:11. Jahrhundert
Flokkur:1201-1210	Kategorie:1200er
Flokkur:17. öldin	Kategorie:17. Jahrhundert
Flokkur:1881-1890	Kategorie:1880er
Flokkur:927	Kategorie:927
Flokkur:1721-1730	Kategorie:1720er
Flokkur:1751-1760	Kategorie:1750er
Flokkur:928	Kategorie:928
Flokkur:1871-1880	Kategorie:1870er
Flokkur:929	Kategorie:929
Flokkur:1781-1790	Kategorie:1780er
Flokkur:721-730	Kategorie:720er
Flokkur:933	Kategorie:933
Flokkur:1861-1870	Kategorie:1860er
Flokkur:1791-1800	Kategorie:1790er
Flokkur:1731-1740	Kategorie:1730er
Flokkur:936	Kategorie:936
Flokkur:301-310	Kategorie:300er
Flokkur:939	Kategorie:939
Flokkur:Fólk dáið árið 939	Kategorie:Gestorben 939
Flokkur:941	Kategorie:941
Flokkur:942	Kategorie:942
Flokkur:Fólk dáið árið 943	Kategorie:Gestorben 943
Flokkur:831-840	Kategorie:830er
Flokkur:891-900	Kategorie:890er
Flokkur:431-440	Kategorie:430er
Flokkur:948	Kategorie:948
Flokkur:741-750	Kategorie:740er
Flokkur:311-320	Kategorie:310er
Flokkur:361-370	Kategorie:360er
Flokkur:950	Kategorie:950
Flokkur:951	Kategorie:951
Flokkur:611-620	Kategorie:610er
Flokkur:551-560	Kategorie:550er
Flokkur:761-770	Kategorie:760er
Flokkur:821-830	Kategorie:820er
Flokkur:571-580	Kategorie:570er
Flokkur:651-660	Kategorie:650er
Flokkur:881-890	Kategorie:880er
Flokkur:911-920	Kategorie:910er
Flokkur:1051-1060	Kategorie:1050er
Flokkur:Fólk dáið árið 954	Kategorie:Gestorben 954
Flokkur:1211-1220	Kategorie:1210er
Flokkur:1011-1020	Kategorie:1010er
Flokkur:511-520	Kategorie:510er
Flokkur:421-430	Kategorie:420er
Flokkur:1171-1180	Kategorie:1170er
Flokkur:1271-1280	Kategorie:1270er
Flokkur:Fólk dáið árið 962	Kategorie:Gestorben 962
Flokkur:1161-1170	Kategorie:1160er
Flokkur:1281-1290	Kategorie:1280er
Flokkur:1241-1250	Kategorie:1240er
Flokkur:1351-1360	Kategorie:1350er
Flokkur:1441-1450	Kategorie:1440er
Flokkur:281-290	Kategorie:280er
Flokkur:1111-1120	Kategorie:1110er
Flokkur:661-670	Kategorie:660er
Flokkur:Fólk dáið árið 970	Kategorie:Gestorben 970
Flokkur:975	Kategorie:975
Flokkur:979	Kategorie:979
Flokkur:1081-1090	Kategorie:1080er
Flokkur:561-570	Kategorie:560er
Flokkur:371-380	Kategorie:370er
Flokkur:1131-1140	Kategorie:1130er
Flokkur:481-490	Kategorie:480er
Flokkur:971-980	Kategorie:970er
Flokkur:1251-1260	Kategorie:1250er
Flokkur:451-460	Kategorie:450er
Flokkur:1801-1810	Kategorie:1800er
Flokkur:Fólk dáið árið 985	Kategorie:Gestorben 985
Flokkur:988	Kategorie:988
Flokkur:990	Kategorie:990
Flokkur:991	Kategorie:991
Flokkur:993	Kategorie:993
Flokkur:994	Kategorie:994
Flokkur:995	Kategorie:995
Flokkur:Fólk dáið árið 996	Kategorie:Gestorben 996
Flokkur:1451-1460	Kategorie:1450er
Flokkur:1571-1580	Kategorie:1570er
Flokkur:1461-1470	Kategorie:1460er
Flokkur:1471-1480	Kategorie:1470er
Flokkur:999	Kategorie:999
Flokkur:1581-1590	Kategorie:1580er
Flokkur:241-250	Kategorie:240er
Flokkur:1181-1190	Kategorie:1180er
Flokkur:1331-1340	Kategorie:1330er
Flokkur:351-360	Kategorie:350er
Flokkur:1041-1050	Kategorie:1040er
Flokkur:1421-1430	Kategorie:1420er
Flokkur:211-220	Kategorie:210er
Flokkur:521-530	Kategorie:520er
Flokkur:1701-1710	Kategorie:1700er
Flokkur:1501-1510	Kategorie:1500er
Flokkur:10. öldin	Kategorie:10. Jahrhundert
Flokkur:1401-1410	Kategorie:1400er
Flokkur:1221-1230	Kategorie:1220er
Flokkur:1231-1240	Kategorie:1230er
Flokkur:7. öldin	Kategorie:7. Jahrhundert
Flokkur:1121-1130	Kategorie:1120er
Flokkur:Fólk dáið árið 1005	Kategorie:Gestorben 1005
Flokkur:391-400	Kategorie:390er
Flokkur:Fólk dáið árið 1006	Kategorie:Gestorben 1006
Flokkur:1361-1370	Kategorie:1360er
Flokkur:1261-1270	Kategorie:1260er
Flokkur:251-260	Kategorie:250er
Flokkur:961-970	Kategorie:960er
Flokkur:Fólk dáið árið 1028	Kategorie:Gestorben 1028
Flokkur:Fólk dáið árið 1029	Kategorie:Gestorben 1029
Flokkur:Fólk dáið árið 1030	Kategorie:Gestorben 1030
Flokkur:1033	Kategorie:1033
Flokkur:1034	Kategorie:1034
Flokkur:Fólk dáið árið 1035	Kategorie:Gestorben 1035
Flokkur:1037	Kategorie:1037
Flokkur:401-410	Kategorie:400er
Flokkur:1101-1110	Kategorie:1100er
Flokkur:1301-1310	Kategorie:1300er
Flokkur:701-710	Kategorie:700er
Flokkur:SI mælieiningar	Kategorie:SI-Einheit
Flokkur:Fólk dáið árið 1043	Kategorie:Gestorben 1043
Flokkur:1046	Kategorie:1046
Flokkur:1049	Kategorie:1049
Flokkur:Fólk dáið árið 1049	Kategorie:Gestorben 1049
Flokkur:1051	Kategorie:1051
Flokkur:1052	Kategorie:1052
Flokkur:Fólk dáið árið 1052	Kategorie:Gestorben 1052
Flokkur:1058	Kategorie:1058
Flokkur:1061	Kategorie:1061
Flokkur:Kvikmyndir frumsýndar 1925	Kategorie:Filmtitel 1925
Flokkur:1068	Kategorie:1068
Flokkur:Fólk dáið árið 1069	Kategorie:Gestorben 1069
Flokkur:Flugvélaframleiðendur	Kategorie:Flugzeughersteller
Flokkur:1080	Kategorie:1080
Flokkur:Fólk dáið árið 1083	Kategorie:Gestorben 1083
Flokkur:1086	Kategorie:1086
Flokkur:1088	Kategorie:1088
Flokkur:1089	Kategorie:1089
Flokkur:Egyptar	Kategorie:Ägypter
Flokkur:Ganverjar	Kategorie:Ghanaer
Flokkur:1092	Kategorie:1092
Flokkur:Fólk dáið árið 1093	Kategorie:Gestorben 1093
Flokkur:Fólk dáið árið 1094	Kategorie:Gestorben 1094
Flokkur:1098	Kategorie:1098
Flokkur:Fólk dáið árið 1099	Kategorie:Gestorben 1099
Flokkur:1101	Kategorie:1101
Flokkur:1102	Kategorie:1102
Flokkur:1108	Kategorie:1108
Flokkur:1110	Kategorie:1110
Flokkur:1113	Kategorie:1113
Flokkur:1114	Kategorie:1114
Flokkur:1118	Kategorie:1118
Flokkur:Fólk dáið árið 1118	Kategorie:Gestorben 1118
Flokkur:1121	Kategorie:1121
Flokkur:1122	Kategorie:1122
Flokkur:1123	Kategorie:1123
Flokkur:Fólk dáið árið 1123	Kategorie:Gestorben 1123
Flokkur:Forn-Grikkir	Kategorie:Grieche (Antike)
Flokkur:1130	Kategorie:1130
Flokkur:1131	Kategorie:1131
Flokkur:Fólk dáið árið 1131	Kategorie:Gestorben 1131
Flokkur:1134	Kategorie:1134
Flokkur:1135	Kategorie:1135
Flokkur:1137	Kategorie:1137
Flokkur:1140	Kategorie:1140
Flokkur:1142	Kategorie:1142
Flokkur:1146	Kategorie:1146
Flokkur:1149	Kategorie:1149
Flokkur:Fólk dáið árið 1150	Kategorie:Gestorben 1150
Flokkur:Hljómplötur gefnar út árið 1999	Kategorie:Album 1999
Flokkur:1153	Kategorie:1153
Flokkur:Hljómplötur eftir árum	Kategorie:Album nach Jahr
Flokkur:1158	Kategorie:1158
Flokkur:Fólk dáið árið 1158	Kategorie:Gestorben 1158
Flokkur:1160	Kategorie:1160
Flokkur:1167	Kategorie:1167
Flokkur:Fólk dáið árið 1169	Kategorie:Gestorben 1169
Flokkur:Sköpunargáfa	Kategorie:Kreativität
Flokkur:1171	Kategorie:1171
Flokkur:Fólk dáið árið 1171	Kategorie:Gestorben 1171
Flokkur:1174	Kategorie:1174
Flokkur:Fólk dáið árið 1175	Kategorie:Gestorben 1175
Flokkur:Prímatar	Kategorie:Primaten
Flokkur:1178	Kategorie:1178
Flokkur:Fólk dáið árið 1179	Kategorie:Gestorben 1179
Flokkur:Fólk dáið árið 1180	Kategorie:Gestorben 1180
Flokkur:1182	Kategorie:1182
Flokkur:Fólk dáið árið 1182	Kategorie:Gestorben 1182
Flokkur:Sjálfbærni	Kategorie:Nachhaltigkeit
Flokkur:Fólk dáið árið 1183	Kategorie:Gestorben 1183
Flokkur:1185	Kategorie:1185
Flokkur:1187	Kategorie:1187
Flokkur:Fólk dáið árið 1187	Kategorie:Gestorben 1187
Flokkur:1189	Kategorie:1189
Flokkur:1190	Kategorie:1190
Flokkur:Fólk dáið árið 1190	Kategorie:Gestorben 1190
Flokkur:1196	Kategorie:1196
Flokkur:Fólk dáið árið 1196	Kategorie:Gestorben 1196
Flokkur:1199	Kategorie:1199
Flokkur:Fólk dáið árið 1199	Kategorie:Gestorben 1199
Flokkur:1202	Kategorie:1202
Flokkur:Fólk dáið árið 1202	Kategorie:Gestorben 1202
Flokkur:1204	Kategorie:1204
Flokkur:1209	Kategorie:1209
Flokkur:1210	Kategorie:1210
Flokkur:Fólk dáið árið 1211	Kategorie:Gestorben 1211
Flokkur:1214	Kategorie:1214
Flokkur:1216	Kategorie:1216
Flokkur:Fólk dáið árið 1217	Kategorie:Gestorben 1217
Flokkur:1219	Kategorie:1219
Flokkur:1221	Kategorie:1221
Flokkur:1223	Kategorie:1223
Flokkur:Fólk dáið árið 1223	Kategorie:Gestorben 1223
Flokkur:Fólk dáið árið 1224	Kategorie:Gestorben 1224
Flokkur:Fólk dáið árið 1228	Kategorie:Gestorben 1228
Flokkur:1230	Kategorie:1230
Flokkur:1239	Kategorie:1239
Flokkur:Fólk dáið árið 1240	Kategorie:Gestorben 1240
Flokkur:Pokémon	Kategorie:Pokémon
Flokkur:1243	Kategorie:1243
Flokkur:1246	Kategorie:1246
Flokkur:Fólk dáið árið 1247	Kategorie:Gestorben 1247
Flokkur:Fólk dáið árið 1249	Kategorie:Gestorben 1249
Flokkur:Fólk dáið árið 1252	Kategorie:Gestorben 1252
Snið:BDI	Vorlage:BDI
Snið:BGR	Vorlage:BGR
Snið:BHS	Vorlage:BHS
Flokkur:1259	Kategorie:1259
Snið:Æviágrip lifandi fólks	Vorlage:Artikel über lebende Person
Flokkur:1261	Kategorie:1261
Snið:BLR	Vorlage:BLR
Flokkur:1264	Kategorie:1264
Flokkur:Fólk dáið árið 1264	Kategorie:Gestorben 1264
Flokkur:1278	Kategorie:1278
Flokkur:Fólk dáið árið 1279	Kategorie:Gestorben 1279
Snið:Kvikmyndir eftir Baltasar Kormák	Vorlage:Navigationsleiste Filme von Baltasar Kormákur
Flokkur:Porsche	Kategorie:Porsche
Flokkur:Fólk dáið árið 1282	Kategorie:Gestorben 1282
Flokkur:1284	Kategorie:1284
Flokkur:1286	Kategorie:1286
